ID;longitude;latitude;housing_median_age;mean_rooms;mean_bedrooms;population;households;median_income;median_house_value;ocean_proximity
3515;*;34;33~40;4.319201995;0.995012469;1120;401;*;136000~196999;1
3516;*;34;33~40;5.202666667;1.053333333;1040;375;*;136000~196999;1
3517;*;34;33~48;5.380597015;1.029850746;795;268;3.5348~7.0695;197000~257999;1
3518;*;34;33~48;5.534124629;0.994065282;1074;337;3.5348~7.0695;197000~257999;1
3519;*;34;33~48;5.767955801;1.05801105;960;362;3.5348~7.0695;197000~257999;1
3520;*;34;33~48;6.244558259;1.043533931;2521;781;3.5348~7.0695;197000~257999;1
3521;*;34;33~48;6.009861933;1.039447732;1578;507;3.5348~7.0695;197000~257999;1
3522;*;34;33~48;5.372596154;0.9375;1148;416;3.5348~7.0695;197000~257999;1
3523;*;34;33~48;6.832061069;1.078244275;1694;524;3.5348~7.0695;197000~257999;1
3524;*;34;33~40;6.881533101;0.944250871;801;287;*;319000~379999;1
3525;*;34;33~48;5.131436314;1.044715447;1966;738;3.5348~7.0695;197000~257999;1
3526;*;34;33~48;5.431980907;1.023866348;1001;419;3.5348~7.0695;197000~257999;1
3527;*;34;33~40;6.420841683;1.078156313;1499;499;*;258000~318999;1
3528;*;34;25~32;6.149681529;0.949044586;948;314;*;319000~379999;1
3529;*;34;17~24;6.68;0.790909091;1590;550;*;258000~379999;1
3530;*;34;17~24;6.571251549;1.038413879;2372;807;*;258000~379999;1
3531;*;34;25~32;7.645695364;0.993377483;931;302;*;319000~379999;1
3532;*;34;33~40;6.576791809;1.040955631;896;293;*;319000~379999;1
3533;*;34;17~24;8.464163823;1.010238908;1929;586;*;380000~501999;1
3534;*;34;17~24;7.595463138;1.013232514;1508;529;*;380000~501999;1
3535;*;34;25~32;7.8704;1.0576;2183;625;*;319000~379999;1
3536;*;34;33~48;5.617063492;1.011904762;1340;504;3.5348~7.0695;197000~257999;1
3537;*;34;17~24;4.471955533;1.080848914;4717;1979;3.5348~7.0695;197000~257999;1
3538;*;34;25~32;6.226700252;0.891687657;1109;397;*;319000~379999;1
3539;*;34;1~16;5.232666667;1.109333333;3561;1500;*;258000~501999;1
3540;*;34;25~32;4.801946193;1.071551231;4483;1747;*;258000~318999;1
3541;*;34;25~32;5.434316354;0.954423592;2164;746;*;258000~318999;1
3542;*;34;17~24;8.467889908;0.969036697;2795;872;*;380000~501999;1
3543;*;34;17~24;7.728652751;1.073055028;3562;1054;*;258000~379999;1
3544;*;34;17~24;6.129251701;1.014739229;2337;882;*;258000~379999;1
3545;*;34;1~16;5.201092896;1.009836066;1884;915;*;258000~501999;1
3546;*;34;1~16;6.869070209;1.045540797;4178;1581;*;258000~501999;1
3547;*;34;17~24;5.951644101;1.034816248;3010;1034;*;258000~379999;1
3548;*;34;1~16;5.716747071;1.037904893;3903;1451;*;258000~501999;1
3549;*;34;17~24;6.712195122;1.097560976;670;205;*;258000~379999;1
3550;*;34;25~32;6.291571754;0.933940774;1166;439;*;319000~379999;1
3551;*;34;17~24;8.154545455;1.290909091;263;110;*;258000~379999;1
3552;*;34;25~32;7.032075472;1.079245283;1724;530;*;319000~379999;1
3553;*;34;17~24;6.738461538;0.971794872;2474;780;*;258000~379999;1
3554;*;34;17~24;4.041020966;1.073381951;5005;2194;0.0000~3.5347;197000~257999;1
3555;*;34;17~24;4.505809979;1.042378674;4459;1463;0.0000~3.5347;197000~257999;1
3556;*;34;25~32;8.107438017;1.004132231;697;242;*;380000~501999;1
3557;*;34;17~24;7.883597884;0.957671958;1208;378;*;380000~501999;1
3558;*;34;33~40;6.552699229;1;2239;778;*;258000~318999;1
3559;*;34;25~32;5.489830508;1.096610169;1529;590;0.0000~3.5347;197000~257999;1
3560;*;34;9~16;4.366741573;1.072808989;4992;2225;*;136000~196999;1
3561;*;34;17~24;7.683087028;1;1945;609;*;380000~501999;1
3562;*;34;17~24;6.735172414;1.060689655;2119;725;*;258000~379999;1
3563;*;34;33~48;5.964749536;0.981447124;1710;539;3.5348~7.0695;197000~257999;1
3564;*;34;33~48;5.299559471;0.95154185;1242;454;3.5348~7.0695;197000~257999;1
3565;*;34;17~24;5.598290598;1.107692308;1746;585;3.5348~7.0695;197000~257999;1
3566;*;34;25~32;5.374140303;1.063273728;2037;727;3.5348~7.0695;197000~257999;1
3567;*;34;9~16;3.906914894;1.071808511;2676;1128;*;136000~196999;1
3568;*;34;33~48;5.638235294;0.923529412;1019;340;3.5348~7.0695;197000~257999;1
3569;*;34;33~48;5.791176471;0.997058824;950;340;3.5348~7.0695;197000~257999;1
3570;*;34;17~24;4.465478842;1.086859688;3056;1347;3.5348~7.0695;197000~257999;1
3571;*;34;17~24;7.901639344;1.016393443;1514;549;*;380000~501999;1
3572;*;34;25~32;8.062404871;1.01065449;1986;657;*;380000~501999;1
3573;*;34;33~40;7.858156028;1.059101655;1190;423;*;380000~501999;1
3574;*;34;1~16;3.673515982;1.083333333;2295;876;*;258000~501999;1
3575;*;34;33~40;6.716894977;0.95890411;735;219;*;380000~501999;1
3576;*;34;17~24;4.195493704;1.018555335;2957;1509;*;258000~379999;1
3577;*;34;17~24;4.276084949;1.074792244;2360;1083;*;258000~379999;1
3578;*;34;17~24;4.220496894;1.116459627;3018;644;*;258000~379999;1
3579;*;34;33~48;5.961672474;1.047038328;1690;574;3.5348~7.0695;197000~257999;1
3580;*;34;25~32;4.035984848;1.028409091;1065;528;0.0000~3.5347;197000~257999;1
3581;*;34;25~32;6.581047382;0.942643392;1191;401;*;319000~379999;1
3582;*;34;17~24;5.660433071;1.06496063;2230;1016;*;380000~501999;1
3583;*;34;25~32;4.365346535;1.007920792;4579;1010;0.0000~3.5347;197000~257999;1
3584;*;34;25~32;5.388235294;1.08;2252;850;*;380000~501999;1
3585;*;34;17~24;4.478176528;1.067895247;2891;1031;*;258000~379999;1
3586;*;34;25~32;4.292242295;1.045696068;2675;941;0.0000~3.5347;197000~257999;1
3587;*;34;33~48;4.412474849;1.032193159;1299;497;3.5348~7.0695;197000~257999;1
3588;*;34;25~32;5.264264264;1.027027027;1318;333;3.5348~7.0695;197000~257999;1
3589;*;34;33~48;5.510526316;1;1207;380;3.5348~7.0695;197000~257999;1
3590;*;34;9~16;5.186653772;1.121856867;2783;1034;*;136000~196999;1
3591;*;34;17~24;5.903508772;1.046052632;1330;456;3.5348~7.0695;197000~257999;1
3592;*;34;17~24;3.872785829;1.064412238;1855;621;0.0000~3.5347;197000~257999;1
3593;*;34;25~32;6.330917874;0.995169082;1285;414;*;258000~318999;1
3594;*;34;25~32;6.268558952;1.026200873;1335;458;3.5348~7.0695;197000~257999;1
3595;*;34;33~48;6.083146067;1.002247191;1224;445;3.5348~7.0695;197000~257999;1
3596;*;34;33~40;6.42019544;1.029315961;917;307;*;258000~318999;1
3597;*;34;25~32;7.048338369;1.175226586;969;331;3.5348~7.0695;197000~257999;1
3598;*;34;25~32;7.00872093;1.104651163;1040;344;3.5348~7.0695;197000~257999;1
3599;*;34;33~40;6.226950355;0.973995272;1114;423;*;258000~318999;1
3600;*;34;25~32;5.259385666;0.9778157;1590;586;*;319000~379999;1
3601;*;34;25~32;6.31024531;0.985569986;2040;693;3.5348~7.0695;197000~257999;1
3602;*;34;25~32;6.097222222;1.090277778;899;288;3.5348~7.0695;197000~257999;1
3603;*;34;17~24;3.405383361;1.108075041;9135;2452;*;136000~196999;1
3604;*;34;33~40;6.609427609;1.043771044;919;297;*;258000~318999;1
3605;*;34;25~32;6.034246575;0.900684932;761;292;*;258000~318999;1
3606;*;34;25~32;5.16;1.087692308;1752;650;3.5348~7.0695;197000~257999;1
3607;*;34;17~24;3.347131445;1.088598402;5349;1377;*;136000~196999;1
3608;*;34;9~16;3.883578431;1.083333333;4718;1632;*;136000~196999;1
3609;*;34;33~40;3.821576763;0.991701245;1023;241;*;136000~196999;1
3610;*;34;33~40;5.417431193;1.009174312;775;218;*;136000~196999;1
3611;*;34;33~40;5.027027027;1.057432432;1221;296;*;136000~196999;1
3612;*;34;33~40;5.269230769;0.982517483;1025;286;*;136000~196999;1
3613;*;34;33~40;5.545945946;1.054054054;753;185;*;136000~196999;1
3614;*;34;33~40;4.9;1.01;402;100;*;136000~196999;1
3615;*;34;33~40;5.198113208;1;949;212;*;136000~196999;1
3616;*;34;25~32;3.675767918;0.982935154;1377;293;3.5348~7.0695;136000~196999;1
3617;*;34;25~32;4.573308271;1.039473684;2318;532;3.5348~7.0695;136000~196999;1
3618;*;34;33~40;3.915662651;0.722891566;433;83;*;136000~196999;1
3619;*;34;33~40;4.50997151;0.923076923;1481;351;*;136000~196999;1
3620;*;34;17~24;4.311871227;1.136820926;1803;497;*;136000~196999;1
3621;*;34;9~16;4.442100098;1.076054956;7096;2038;*;136000~196999;1
3622;*;34;9~16;3.629348514;1.117647059;4620;1581;*;136000~196999;1
3623;*;34;1~16;5.098918083;1.227202473;2343;647;*;197000~257999;1
3624;*;34;33~40;4.75;0.978813559;1038;236;*;136000~196999;1
3625;*;34;33~40;5.205882353;0.959558824;995;272;*;136000~196999;1
3626;*;34;33~40;5.166666667;1.017361111;1112;288;*;136000~196999;1
3627;*;34;33~40;5.407166124;0.980456026;1225;307;*;136000~196999;1
3628;*;34;33~40;5.874686717;1.090225564;1531;399;*;136000~196999;1
3629;*;34;33~40;5.556053812;1.024663677;1567;446;*;136000~196999;1
3630;*;34;25~32;5.829032258;1.041935484;1234;310;3.5348~7.0695;197000~257999;1
3631;*;34;33~40;5.322077922;1.012987013;1286;385;*;136000~196999;1
3632;*;34;33~40;5.605691057;1.077235772;896;246;*;136000~196999;1
3633;*;34;33~40;5.381944444;0.96875;1011;288;*;136000~196999;1
3634;*;34;33~40;5.303030303;0.987012987;720;231;*;136000~196999;1
3635;*;34;33~40;4.879213483;1.036516854;1061;356;*;136000~196999;1
3636;*;34;33~40;5.489270386;1.034334764;987;233;*;136000~196999;1
3637;*;34;33~40;4.900849858;1.09631728;1099;353;*;136000~196999;1
3638;*;34;33~40;4.670588235;1.058823529;1080;340;*;136000~196999;1
3639;*;34;41~48;4.618834081;0.959641256;664;223;*;136000~196999;1
3640;*;34;33~40;4.869426752;1.095541401;913;314;*;136000~196999;1
3641;*;34;41~48;5.106334842;0.970588235;1418;442;*;136000~196999;1
3642;*;34;33~40;4.042402827;1.090106007;2222;566;*;136000~196999;1
3643;*;34;33~40;4.854368932;1.077669903;998;309;*;136000~196999;1
3644;*;34;25~32;3.552677029;1.037996546;2397;579;0.0000~3.5347;136000~196999;1
3645;*;34;17~24;3.137648131;1.064721969;4625;1097;*;136000~196999;1
3646;*;34;25~32;3.467245462;1.08050513;3781;1267;0.0000~3.5347;136000~196999;1
3647;*;34;1~8;3.753956835;1.130935252;1803;695;*;136000~196999;1
3648;*;34;17~24;3.722556391;1.057894737;7307;2660;*;136000~196999;1
3649;*;34;33~40;4.802419355;1.072580645;718;248;*;136000~196999;1
3650;*;34;33~40;4.854227405;0.976676385;1011;343;*;136000~196999;1
3651;*;34;41~48;4.472049689;1.00931677;1014;322;*;136000~196999;1
3652;*;34;41~48;4.185185185;1.055555556;1159;378;*;136000~196999;1
3653;*;34;33~48;5.054945055;0.942857143;1447;455;3.5348~7.0695;197000~257999;1
3654;*;34;17~24;3.479127135;1.147058824;2636;1054;*;136000~196999;1
3655;*;34;33~40;4.483660131;0.964052288;774;306;*;136000~196999;1
3656;*;34;41~48;5.304347826;0.965217391;729;230;*;136000~196999;1
3657;*;34;25~32;4.847826087;1.075098814;1753;506;0.0000~3.5347;136000~196999;1
3658;*;34;33~40;4.966367713;1.029147982;1594;446;*;136000~196999;1
3659;*;34;41~48;5.197860963;0.967914439;554;187;*;136000~196999;1
3660;*;34;33~40;5.207739308;1.099796334;1556;491;*;136000~196999;1
3661;*;34;33~40;5.124087591;0.97080292;889;274;*;136000~196999;1
3662;*;34;33~48;5.782352941;1.088235294;513;170;3.5348~7.0695;197000~257999;1
3663;*;34;33~48;5.436440678;1.042372881;594;236;3.5348~7.0695;197000~257999;1
3664;*;34;25~32;4.643086817;1.019292605;1177;311;3.5348~7.0695;136000~196999;1
3665;*;34;17~24;3.988839286;1.033482143;1671;448;*;136000~196999;1
3666;*;34;33~40;4.310344828;1.448275862;63;29;*;136000~196999;1
3667;*;34;33~40;5.073558648;1.083499006;1850;503;*;136000~196999;1
3668;*;34;17~24;4.283018868;1.045283019;3001;795;*;136000~196999;1
3669;*;34;41~48;3.728125;0.934375;1184;320;*;136000~196999;1
3670;*;34;33~40;4.87537092;1.035608309;1414;337;*;136000~196999;1
3671;*;34;33~48;5.400763359;0.988549618;1577;524;3.5348~7.0695;197000~257999;1
3672;*;34;33~48;6.700374532;1.093632959;897;267;3.5348~7.0695;197000~257999;1
3673;*;34;33~40;4.593548387;0.961290323;533;155;*;136000~196999;1
3674;*;34;33~40;5.188405797;0.968115942;1277;345;*;136000~196999;1
3675;*;34;25~32;4.326388889;1.020833333;1516;432;3.5348~7.0695;136000~196999;1
3676;*;34;9~16;3.495641345;1.080946451;2729;803;*;136000~196999;1
3677;*;34;17~24;3.698113208;1.081761006;864;318;*;136000~196999;1
3678;*;34;33~40;4.893333333;1.01;1295;300;*;136000~196999;1
3679;*;34;33~40;4.251072961;1.038626609;1665;466;*;136000~196999;1
3680;*;34;33~48;5.288732394;1.036971831;1938;568;3.5348~7.0695;197000~257999;1
3681;*;34;25~32;5.357407407;1.005555556;1636;540;3.5348~7.0695;197000~257999;1
3682;*;34;33~40;4.878787879;1.454545455;66;33;*;136000~196999;1
3683;*;34;33~48;5.587591241;1.01459854;1064;274;3.5348~7.0695;197000~257999;1
3684;*;34;33~40;4.594059406;1.075907591;1181;303;*;136000~196999;1
3685;*;34;33~40;4.297520661;0.940082645;1939;484;*;136000~196999;1
3686;*;34;33~40;4.694214876;1.152892562;2164;484;*;136000~196999;1
3687;*;34;9~16;4.013207547;1.096226415;1989;530;*;136000~196999;1
3688;*;34;25~32;3.549019608;0.980392157;348;102;0.0000~3.5347;136000~196999;1
3689;*;34;9~16;3.708955224;1.107462687;1994;670;*;136000~196999;1
3690;*;34;33~40;4.307692308;0.991452991;1545;351;*;136000~196999;1
3691;*;34;41~48;4.010282776;0.961439589;1668;389;*;136000~196999;1
3692;*;34;41~48;6.74;1.3;198;50;*;136000~196999;1
3693;*;34;41~48;4.525316456;0.917721519;730;158;*;136000~196999;1
3694;*;34;17~24;3.874531835;1.096441948;3911;1068;*;136000~196999;1
3695;*;34;17~24;2.665981501;1.056526208;3950;973;*;136000~196999;1
3696;*;34;33~40;4.808510638;1.111111111;1990;423;*;136000~196999;1
3697;*;34;33~40;3.683417085;1.020100503;2488;597;*;136000~196999;1
3698;*;34;33~40;3.365432099;0.975308642;1798;405;*;136000~196999;1
3699;*;34;33~40;4.699346405;1.009803922;1378;306;*;136000~196999;1
3700;*;34;9~16;4.399096386;1.031626506;1512;664;*;136000~196999;1
3701;*;34;33~40;3.810880829;1.095854922;995;386;*;136000~196999;1
3702;*;34;33~40;3.7278798;1.010016694;1934;599;*;136000~196999;1
3703;*;34;33~40;3658;1024;1345;500;0.0000~3.5347;197000~257999;1
3704;*;34;17~24;4.09929078;1.164539007;2203;705;*;136000~196999;1
3705;*;34;41~48;4.338394794;1.052060738;1439;461;*;136000~196999;1
3706;*;34;17~24;2.853881279;1.080669711;2555;657;*;136000~196999;1
3707;*;34;17~24;2.752393981;1.001367989;3483;731;*;136000~196999;1
3708;*;34;41~48;3.497607656;1.03708134;2751;836;*;136000~196999;1
3709;*;34;33~40;3.54950495;0.975247525;1667;404;*;136000~196999;1
3710;*;34;25~32;4.004032258;1.149193548;1044;248;0.0000~3.5347;136000~196999;1
3711;*;34;1~16;4.049166667;1.0775;3351;1200;*;197000~257999;1
3712;*;34;33~40;4.060869565;1.004347826;587;230;*;136000~196999;1
3713;*;34;25~32;3.927750411;1.075533662;1987;609;0.0000~3.5347;197000~257999;1
3714;*;34;33~40;3.797909408;1.043554007;1483;574;*;136000~196999;1
3715;*;34;33~48;4.732793522;0.979757085;612;247;3.5348~7.0695;197000~257999;1
3716;*;34;25~32;4.481967213;1.072131148;2209;610;0.0000~3.5347;197000~257999;1
3717;*;34;17~24;3.752085816;1.082240763;2850;839;0.0000~3.5347;197000~257999;1
3718;*;34;41~48;5.263513514;0.97972973;450;148;*;136000~196999;1
3719;*;34;33~40;4.57591623;0.998254799;1997;573;0.0000~3.5347;197000~257999;1
3720;*;34;25~32;3.376582278;1.023206751;3403;948;0.0000~3.5347;197000~257999;1
3721;*;34;25~32;4.594301221;0.590230665;2240;737;*;258000~318999;1
3722;*;34;33~40;4.326451613;1.019354839;2318;775;*;258000~318999;1
3723;*;34;33~40;4.179389313;1.055979644;2281;786;0.0000~3.5347;197000~257999;1
3724;*;34;25~32;4.630541872;1.083743842;2022;812;0.0000~3.5347;197000~257999;1
3725;*;34;25~32;4.532182104;1.014128728;1626;637;*;319000~379999;1
3726;*;34;25~32;3.972972973;1.06006006;856;333;0.0000~3.5347;197000~257999;1
3727;*;34;33~40;4.551088777;1.108877722;1546;597;*;258000~318999;1
3728;*;34;25~32;4.767258383;1.00591716;1102;507;*;258000~318999;1
3729;*;34;33~40;6.102409639;0.903614458;449;166;*;380000~501999;1
3730;*;34;41~48;4.850877193;0.986842105;595;228;*;136000~196999;1
3731;*;34;33~48;5.696594427;1.102167183;966;323;3.5348~7.0695;197000~257999;1
3732;*;34;25~32;4.048387097;1.034274194;1052;496;*;258000~318999;1
3733;*;34;33~40;4.9825;1.0625;939;400;0.0000~3.5347;197000~257999;1
3734;*;34;25~32;4.03875969;0.976744186;306;129;3.5348~7.0695;197000~257999;1
3735;*;34;33~40;4.432065217;0.967391304;862;368;*;258000~318999;1
3736;*;34;25~32;4.707964602;1.13653603;1912;791;*;258000~318999;1
3737;*;34;25~32;4.119402985;1.045924225;1891;871;*;258000~318999;1
3738;*;34;25~32;4.331050228;1.128995434;2454;876;0.0000~3.5347;197000~257999;1
3739;*;34;41~48;4.72705314;0.939613527;985;414;0.0000~3.5347;197000~257999;1
3740;*;34;25~32;4.327296248;1.058214748;1599;773;0.0000~3.5347;197000~257999;1
3741;*;34;41~48;4.258928571;0.8125;220;112;0.0000~3.5347;197000~257999;1
3742;*;34;33~40;4.732984293;1;627;191;*;136000~196999;1
3743;*;34;41~48;5.157894737;1.096491228;471;228;*;258000~379999;1
3744;*;34;33~40;5.167938931;1.083969466;501;262;*;380000~501999;1
3745;*;34;33~40;4.787658802;1.052631579;1150;551;*;319000~379999;1
3746;*;34;25~32;6;0.990196078;1159;510;*;380000~501999;1
3747;*;34;33~40;5.042288557;1.064676617;879;402;*;319000~379999;1
3748;*;34;41~48;4.331125828;0.956953642;950;302;*;136000~196999;1
3749;*;34;33~40;3.952471483;1.079847909;1396;526;*;136000~196999;1
3750;*;34;25~32;3.375698324;1.066340782;3847;1432;0.0000~3.5347;136000~196999;1
3751;*;34;17~24;3.454703833;1.134146341;2251;574;0.0000~3.5347;197000~257999;1
3752;*;34;33~40;4.051020408;1.158163265;739;392;0.0000~3.5347;197000~257999;1
3753;*;34;33~48;4.405194805;0.966233766;835;385;3.5348~7.0695;197000~257999;1
3754;*;34;33~40;4.299465241;0.997326203;1217;374;*;136000~196999;1
3755;*;34;41~48;4.523809524;1.19047619;643;252;*;136000~196999;1
3756;*;34;41~48;5.033519553;1;473;179;*;136000~196999;1
3757;*;34;25~32;3.786821705;1.023255814;736;258;0.0000~3.5347;136000~196999;1
3758;*;34;33~40;3.95308311;1.064343164;2106;746;*;136000~196999;1
3759;*;34;25~32;3.517821782;1.04950495;3129;1010;0.0000~3.5347;136000~196999;1
3760;*;34;25~32;3.320359281;1.05988024;1119;334;0.0000~3.5347;197000~257999;1
3761;*;34;25~32;4.160944206;1.083690987;1584;466;0.0000~3.5347;197000~257999;1
3762;*;34;41~48;4.011709602;0.974238876;1349;427;*;136000~196999;1
3763;*;34;33~40;4.535830619;1.07980456;1631;614;*;258000~318999;1
3764;*;34;25~32;5.328455285;1.053658537;1382;615;*;319000~379999;1
3765;*;34;33~40;4.86453202;0.945812808;882;406;*;258000~318999;1
3766;*;34;25~32;5.156199678;1.120772947;1573;621;*;258000~318999;1
3767;*;34;33~40;6.024742268;1.045360825;1130;485;*;319000~379999;1
3768;*;34;33~40;5.829411765;0.973529412;794;340;*;319000~379999;1
3769;*;34;33~40;5.311015119;1.056155508;1139;463;*;319000~379999;1
3770;*;34;41~48;4.183673469;0.975510204;850;490;*;258000~379999;1
3771;*;34;33~40;6.064171123;0.983957219;452;187;*;319000~379999;1
3772;*;34;25~32;5.224299065;1.125233645;1073;535;*;319000~379999;1
3773;*;34;25~32;6.040540541;0.981081081;914;370;*;319000~379999;1
3774;*;34;25~32;4.853277836;1.082206035;1963;961;*;319000~379999;1
3775;*;34;1~16;4.438461538;1.153846154;372;130;*;258000~501999;1
3776;*;34;25~32;5.080733945;1.03853211;1201;545;*;380000~501999;1
3777;*;34;17~24;3.765254237;1.087288136;2421;1180;*;258000~379999;1
3778;*;34;17~24;4.254021448;0.29155496;2945;1492;0.0000~3.5347;197000~257999;1
3779;*;34;25~32;4.00286944;1.073170732;1351;697;*;258000~318999;1
3780;*;34;25~32;4.311871227;1.080482897;2806;1491;*;258000~318999;1
3781;*;34;41~48;5.590106007;0.985865724;603;283;*;380000~501999;1
3782;*;34;33~40;5.379844961;1.108527132;547;258;*;380000~501999;1
3783;*;34;25~32;3.619389587;1.116696589;1359;557;0.0000~3.5347;136000~196999;1
3784;*;34;41~48;4.45982906;1.013675214;1055;585;*;258000~379999;1
3785;*;34;25~32;4.635021097;1.056962025;944;474;*;319000~379999;1
3786;*;34;41~48;4.346590909;1.060606061;1543;528;*;136000~196999;1
3787;*;34;9~16;3.882147025;1.179696616;2683;857;*;136000~196999;1
3788;*;34;41~48;3.314917127;0.944751381;377;181;*;136000~196999;1
3789;*;34;1~16;3.335664336;1.102564103;1438;429;*;197000~257999;1
3790;*;34;1~16;2.660436137;1.090342679;542;321;*;258000~501999;1
3791;*;34;1~16;3.645810056;1.12122905;3298;1790;*;197000~257999;1
3792;*;34;1~16;3.832352941;1.1;1373;680;*;197000~257999;1
3793;*;34;25~32;4.238754325;1.069204152;1054;578;*;258000~318999;1
3794;*;34;33~40;5.605113636;1.085227273;774;352;*;258000~318999;1
3795;*;34;41~48;4.253731343;1.058208955;1510;670;*;258000~379999;1
3796;*;34;25~32;4.979716024;1.127789047;989;493;*;319000~379999;1
3797;*;34;17~24;3.986551393;1.102785783;1808;1041;0.0000~3.5347;197000~257999;1
3798;*;34;1~16;3.676806084;1.103929024;1659;789;*;197000~257999;1
3799;*;34;41~48;5.131578947;0.979532164;822;342;*;258000~379999;1
3800;*;34;41~48;5.370629371;1.03030303;862;429;*;380000~501999;1
3801;*;34;33~40;5.584577114;0.97761194;783;402;*;380000~501999;1
3802;*;34;17~24;3.884140551;1.20702754;2824;1053;*;136000~196999;1
3803;*;34;25~32;4.4796875;1.0484375;1955;640;3.5348~7.0695;197000~257999;1
3804;*;34;25~32;4.153477218;1.043165468;1198;417;0.0000~3.5347;197000~257999;1
3805;*;34;17~24;4.204528853;1.078889701;4031;1369;0.0000~3.5347;197000~257999;1
3806;*;34;25~32;3.297029703;1.036775106;2172;707;0.0000~3.5347;136000~196999;1
3807;*;34;17~24;3.363302752;1.055045872;2657;1090;0.0000~3.5347;197000~257999;1
3808;*;34;1~16;3.648379052;1.017456359;1867;802;*;197000~257999;1
3809;*;34;1~8;3.889719626;1.228037383;1456;535;*;136000~196999;1
3810;*;34;33~40;4.301369863;1.032534247;1805;584;0.0000~3.5347;197000~257999;1
3811;*;34;17~24;3.931137725;1.140718563;2475;1002;0.0000~3.5347;197000~257999;1
3812;*;34;25~32;4.43605547;1.114021572;2077;649;0.0000~3.5347;197000~257999;1
3813;*;34;25~32;3.951267057;1.089668616;1545;513;0.0000~3.5347;136000~196999;1
3814;*;34;17~24;3.141025641;1.111721612;3618;1092;*;14000~135999;1
3815;*;34;25~32;2.692857143;1.069047619;746;420;0.0000~3.5347;197000~257999;1
3816;*;34;17~24;3.773960217;1.032549729;1809;553;0.0000~3.5347;197000~257999;1
3817;*;34;33~48;5.49009901;1.01980198;515;202;3.5348~7.0695;197000~257999;1
3818;*;34;33~48;5.301639344;1.127868852;938;305;3.5348~7.0695;197000~257999;1
3819;*;34;1~16;3.961737332;1.119958635;2258;967;*;197000~257999;1
3820;*;34;17~24;3.667953668;1.111969112;2249;777;*;136000~196999;1
3821;*;34;17~24;4.126719768;1.154236061;3809;1381;0.0000~3.5347;197000~257999;1
3822;*;34;33~48;4.865248227;1;1132;423;3.5348~7.0695;197000~257999;1
3823;*;34;25~32;3.841004184;1.235983264;2723;1195;*;258000~318999;1
3824;*;34;33~40;4.601423488;1.118623962;2113;843;*;258000~318999;1
3825;*;34;25~32;3.454945055;0.989010989;1039;455;0.0000~3.5347;136000~196999;1
3826;*;34;17~24;3.677897574;1.078167116;2099;742;0.0000~3.5347;197000~257999;1
3827;*;34;17~24;3.859300477;1.073131955;2519;1258;0.0000~3.5347;197000~257999;1
3828;*;34;33~40;4.241106719;1.003952569;739;253;*;136000~196999;1
3829;*;34;17~24;3.671568627;1.115196078;4826;1632;0.0000~3.5347;197000~257999;1
3830;*;34;33~48;4.825242718;0.954692557;779;309;3.5348~7.0695;197000~257999;1
3831;*;34;25~32;4.493372607;1.022091311;1942;679;0.0000~3.5347;197000~257999;1
3832;*;34;33~40;4.870036101;1.124548736;1544;554;0.0000~3.5347;197000~257999;1
3833;*;34;33~40;3.468686869;0.965656566;1628;495;0.0000~3.5347;197000~257999;1
3834;*;34;17~24;3.300337458;1.068616423;2517;889;0.0000~3.5347;197000~257999;1
3835;*;34;25~32;4.831460674;1.037921348;1827;712;3.5348~7.0695;197000~257999;1
3836;*;34;33~48;4.368876081;0.991354467;983;347;3.5348~7.0695;197000~257999;1
3837;*;34;17~24;4.176047904;1.148502994;2278;835;0.0000~3.5347;197000~257999;1
3838;*;34;25~32;3.650684932;1.047945205;1143;438;0.0000~3.5347;197000~257999;1
3839;*;34;17~24;3.587412587;0.993006993;1254;572;*;258000~379999;1
3840;*;34;33~40;3.933712121;0.939393939;1206;528;0.0000~3.5347;197000~257999;1
3841;*;34;9~16;3.764322917;1.23828125;2166;768;*;136000~196999;1
3842;*;34;17~24;2.78057554;1.064748201;2423;556;*;136000~196999;1
3843;*;34;9~16;2.899415205;1.052631579;2466;855;*;136000~196999;1
3844;*;34;17~24;3.528751753;1.158485273;3350;713;*;136000~196999;1
3845;*;34;25~32;3.596100279;1.001392758;2038;718;0.0000~3.5347;136000~196999;1
3846;*;34;33~48;5.632653061;1;495;196;3.5348~7.0695;197000~257999;1
3847;*;34;33~48;4.763157895;1.021052632;839;380;3.5348~7.0695;197000~257999;1
3848;*;34;33~48;4.419664269;1.059952038;861;417;3.5348~7.0695;197000~257999;1
3849;*;34;33~48;4.511335013;0.972292191;844;397;3.5348~7.0695;197000~257999;1
3850;*;34;33~40;4.341288783;1.109785203;1336;419;0.0000~3.5347;197000~257999;1
3851;*;34;33~40;3.796875;1.0546875;550;256;0.0000~3.5347;197000~257999;1
3852;*;34;25~32;5.183716075;1.183716075;1941;958;*;258000~318999;1
3853;*;34;33~48;4.615555556;1.08;1021;450;3.5348~7.0695;197000~257999;1
3854;*;34;25~32;3.765978368;1.086529007;2328;1017;0.0000~3.5347;197000~257999;1
3855;*;34;33~40;5.439897698;1.058823529;1056;391;*;258000~318999;1
3856;*;34;33~40;4.075242718;0.980582524;933;412;*;258000~318999;1
3857;*;34;33~40;5.081585082;0.988344988;906;429;*;319000~379999;1
3858;*;34;41~48;6.876106195;0.902654867;284;113;*;380000~501999;1
