ID;longitude;latitude;housing_median_age;mean_rooms;mean_bedrooms;population;households;median_income;median_house_value;ocean_proximity
4454;-118;34;33~40;3.25;0.967391304;318;92;0.0000~3.5347;14000~257999;1
4455;-118;34.0;33~48;4.672535211;0.954225352;1069;284;0.0000~3.5347;136000~196999;1
4456;-118;34.0;33~48;4.071216617;1.050445104;2747;674;0.0000~3.5347;136000~196999;1
4457;-118;34.0;33~48;4.395833333;1.109375;1605;384;0.0000~3.5347;136000~196999;1
4458;-118;34.0;33~48;3.891992551;0.986964618;2043;537;0.0000~3.5347;136000~196999;1
4459;*;34;*;5.16802168;1.078590786;921;369;*;14000~257999;1
4460;*;34;1~32;4.708737864;1.080097087;763;412;3.5348~7.0695;136000~257999;1
4461;*;34;1~32;4.383015598;1.194107452;1215;577;3.5348~7.0695;136000~257999;1
4462;*;34;1~32;4.74893617;1.136170213;435;235;3.5348~7.0695;136000~257999;1
4463;-118;34;33~48;4.054644809;1.096539162;2230;549;0.0000~3.5347;14000~135999;1
4464;-118;34.0;33~48;4.155080214;1.018716578;1487;374;0.0000~3.5347;136000~196999;1
4465;-118;34.0;33~48;4.561538462;1.023076923;2128;650;0.0000~3.5347;136000~196999;1
4466;-118;34.0;33~48;4.468390805;0.968390805;1152;348;0.0000~3.5347;136000~196999;1
4467;-118;34.0;33~48;4.94017094;1.037037037;1133;351;0.0000~3.5347;136000~196999;1
4468;-118;34.0;33~48;4.378612717;1.199421965;1345;346;0.0000~3.5347;136000~196999;1
4469;-118;34;49~56;4.708708709;0.906906907;1093;333;0.0000~3.5347;136000~257999;1
4470;-118;34.0;33~48;3.930769231;1.021794872;3097;780;0.0000~3.5347;136000~196999;1
4471;-118;34.0;33~48;3.665825977;1.005044136;3212;793;0.0000~3.5347;136000~196999;1
4472;*;34;1~32;4.560553633;1.076124567;1164;289;0.0000~3.5347;75000~135999;1
4473;-118;34.0;33~48;3.631299735;1.082228117;1475;377;0.0000~3.5347;136000~196999;1
4474;-118;34.0;33~48;4.326704545;1.073863636;1338;352;0.0000~3.5347;136000~196999;1
4475;-118;34.0;33~48;4.396648045;1.011173184;731;179;0.0000~3.5347;136000~196999;1
4476;-118;34.0;33~48;3.73245614;1.013157895;936;228;0.0000~3.5347;136000~196999;1
4477;-118;34;1~32;4.212560386;1.014492754;2218;621;0.0000~3.5347;136000~196999;1
4478;-118;34;1~32;4.60385439;1.164882227;1510;467;0.0000~3.5347;136000~196999;1
4479;-118;34;33~64;4.94;1.1;925;50;*;14000~257999;1
4480;-118;34;*;4.79253112;0.933609959;814;241;*;*;1
4481;-118;34;1~32;3.509532062;0.979202773;2189;577;0.0000~3.5347;136000~196999;1
4482;-118;34;1~32;3.404907975;0.975460123;748;163;0.0000~3.5347;136000~196999;1
4483;-118;34;33~48;3.912457912;1.107744108;3020;594;0.0000~3.5347;14000~135999;1
4484;-118;34;33~48;3.431818182;0.901515152;533;132;0.0000~3.5347;14000~135999;1
4485;-118;34;33~48;3.504451039;0.994065282;1441;337;0.0000~3.5347;14000~135999;1
4486;-118;34;1~32;4.379310345;1.172413793;728;174;0.0000~3.5347;136000~257999;1
4487;-118;34;33~48;3.445901639;0.990163934;1435;305;0.0000~3.5347;14000~135999;1
4488;-118;34;33~40;3.964391691;1.00148368;2883;674;0.0000~3.5347;136000~257999;1
4489;-118;34;33~48;5.453125;1.234375;276;64;0.0000~3.5347;14000~135999;1
4490;-118;34;33~48;3.73255814;1.174418605;401;86;0.0000~3.5347;14000~135999;1
4491;-118;34;1~32;3.429530201;1.026845638;1152;149;0.0000~3.5347;136000~196999;1
4492;-118;34;33~64;4.8;0.6;41;10;*;14000~257999;1
4493;-118;34;33~40;2.79954955;1.058558559;1668;444;0.0000~3.5347;136000~257999;1
4494;*;*;33~64;3.821138211;0.93495935;434;123;0.0000~3.5347;14000~135999;1
4495;-118;34.0;33~48;3.204142012;1.076923077;1132;338;0.0000~3.5347;136000~196999;1
4496;-118;34.0;33~48;3.837931034;1.5;928;290;0.0000~3.5347;136000~196999;1
4497;-118;34;33~48;3.276497696;1.101382488;1640;434;0.0000~3.5347;136000~196999;1
4498;*;34;1~32;3.156779661;1.093220339;694;236;0.0000~3.5347;75000~135999;1
4499;*;34;1~32;3.785964912;1.073684211;1358;285;0.0000~3.5347;75000~135999;1
4500;-118;34;1~32;2.753623188;1.034782609;1485;345;0.0000~3.5347;136000~196999;1
4501;-118;34;33~48;3.4336;0.9712;2868;625;0.0000~3.5347;136000~196999;1
4502;-118;34;33~48;3.844884488;1.04620462;1279;303;0.0000~3.5347;136000~196999;1
4503;-118;34;33~48;3.570093458;1.00623053;1354;321;0.0000~3.5347;14000~135999;1
4504;-118;34;33~48;3.963369963;1.164835165;1085;273;0.0000~3.5347;14000~135999;1
4505;-118;34;33~48;2.931153184;1.008605852;2490;581;0.0000~3.5347;136000~196999;1
4506;-118;34;33~48;3.115479115;0.977886978;1887;407;0.0000~3.5347;136000~196999;1
4507;-118;34;33~48;3.772200772;1.027027027;1084;259;0.0000~3.5347;14000~135999;1
4508;-118;34;33~48;4.481632653;1.07755102;1178;245;0.0000~3.5347;14000~135999;1
4509;*;*;33~64;3.654545455;1.041558442;1526;385;0.0000~3.5347;14000~135999;1
4510;-118;34;33~48;4.029288703;0.979079498;1194;239;0.0000~3.5347;14000~135999;1
4511;-118;34;33~40;3.896797153;1.085409253;1322;281;0.0000~3.5347;136000~257999;1
4512;-118;34;49~56;4.228915663;0.987951807;1036;249;0.0000~3.5347;136000~257999;1
4513;-118;34;49~56;5.121212121;1.064935065;851;231;0.0000~3.5347;136000~257999;1
4514;-118;34;49~56;4.205387205;1.033670034;1223;297;0.0000~3.5347;136000~257999;1
4515;-118;34;33~64;4.997361478;1.07651715;1629;379;*;14000~257999;1
4516;*;*;33~64;3.941573034;1.015730337;1849;445;0.0000~3.5347;14000~135999;1
4517;-118;34;33~48;3.750670241;1.034852547;1419;373;0.0000~3.5347;136000~196999;1
4518;-118;34;33~40;3.39958159;1.025104603;2003;478;0.0000~3.5347;136000~257999;1
4519;-118;34;33~48;3.07184466;1.05631068;1998;515;0.0000~3.5347;14000~135999;1
4520;*;34;1~32;3.651376147;1.041284404;547;218;0.0000~3.5347;75000~135999;1
4521;-118;34;33~48;3.802083333;0.997916667;2097;480;0.0000~3.5347;14000~135999;1
4522;*;*;33~64;3.353174603;0.988095238;881;252;0.0000~3.5347;136000~257999;1
4523;-118;34;33~48;3.764204545;1.116477273;1557;352;0.0000~3.5347;136000~196999;1
4524;-118;34;1~32;2.532324622;1.112792297;3199;727;0.0000~3.5347;136000~196999;1
4525;-118;34;49~56;3.010676157;0.964412811;1153;281;0.0000~3.5347;136000~257999;1
4526;-118;34;33~48;2.819070905;1.004889976;1667;409;0.0000~3.5347;136000~196999;1
4527;-118;34;33~48;3.194690265;1.039823009;930;226;0.0000~3.5347;14000~135999;1
4528;-118;34;33~48;2.455384615;0.947692308;1417;325;0.0000~3.5347;136000~196999;1
4529;-118;34;33~48;2.970430108;0.930107527;1598;372;0.0000~3.5347;14000~135999;1
4530;-118;34;33~48;3.314002829;1.135785007;2468;707;0.0000~3.5347;14000~135999;1
4531;-118;34;33~48;3.14884696;1;1844;477;0.0000~3.5347;136000~196999;1
4532;-118;34;33~48;3.774566474;1.130057803;1499;346;0.0000~3.5347;136000~196999;1
4533;-118;34;33~48;2.541284404;0.981651376;888;218;0.0000~3.5347;136000~196999;1
4534;-118;34;33~48;4.078947368;1.035087719;1893;456;0.0000~3.5347;136000~196999;1
4535;-118;34;33~48;3.846153846;1.009925558;1718;403;0.0000~3.5347;136000~196999;1
4536;-118;34;49~56;4.107438017;1.090909091;547;121;0.0000~3.5347;136000~257999;1
4537;-118;34;33~48;3.792207792;0.987012987;872;231;0.0000~3.5347;136000~196999;1
4538;-118;34;33~48;4.01242236;1.037267081;1150;322;0.0000~3.5347;14000~135999;1
4539;-118;34;49~56;3.647840532;1.053156146;1411;301;0.0000~3.5347;136000~257999;1
4540;*;*;33~64;3.812807882;1.02955665;813;203;0.0000~3.5347;14000~135999;1
4541;*;*;33~64;4.198938992;1.039787798;1776;377;0.0000~3.5347;136000~257999;1
4542;-118;34;49~56;3.350574713;0.902298851;730;174;0.0000~3.5347;136000~257999;1
4543;*;34;33~48;4.212765957;1.079787234;872;188;0.0000~3.5347;14000~135999;1
4544;-118;34.0;33~48;3.747572816;1.067961165;3260;721;0.0000~3.5347;136000~196999;1
4545;*;34;33~48;3.72909699;0.991638796;2419;598;0.0000~3.5347;14000~135999;1
4546;-118;*;17~32;4;1;35;9;0.0000~3.5347;*;1
4547;-118;34;33~64;4.18487395;1.008403361;548;119;*;14000~257999;1
4548;-118;34;33~64;3.142857143;1;55;7;*;14000~257999;1
4549;*;34;33~48;3.718685832;1.05338809;2123;487;0.0000~3.5347;14000~135999;1
4550;-118;34;49~56;1.378486056;1.075697211;346;251;0.0000~3.5347;136000~257999;1
4551;-118;34;1~32;2.545590433;1.041853513;1823;669;0.0000~3.5347;136000~196999;1
4552;*;*;33~64;1.260869565;1.163043478;171;92;0.0000~3.5347;14000~135999;1
4553;-118;34;33~64;2.020725389;1.031088083;435;193;0.0000~3.5347;258000~501999;1
4554;*;34;1~32;2.328820116;1.067698259;1074;517;0.0000~3.5347;75000~135999;1
4555;-118;34;1~32;2.934560327;1.04396728;3325;978;0.0000~3.5347;136000~196999;1
4556;-118;34;33~64;1.748286604;1.211214953;2232;1605;0.0000~3.5347;258000~501999;1
4557;-118;34;*;3.114343029;1.259779338;1086;997;*;*;1
4558;-118;34;*;3.686580882;1.321691176;1673;1088;*;*;1
4559;*;*;33~64;2.148148148;1.925925926;41;27;3.5348~7.0695;380000~501999;1
4560;-118;34;1~32;3.23255814;1.196617336;1051;473;0.0000~3.5347;136000~257999;1
4561;-118;34;33~64;3.052631579;1.157894737;249;57;0.0000~3.5347;258000~501999;1
4562;-118;34;1~32;3.104761905;1.171428571;490;105;0.0000~3.5347;136000~196999;1
4563;-118;34;33~48;2.422053232;1.038022814;1150;263;0.0000~3.5347;14000~135999;1
4564;-118;34;49~56;3.069846678;1.044293015;2382;587;0.0000~3.5347;136000~257999;1
4565;-118;34.0;33~48;2.730923695;1.096385542;995;249;0.0000~3.5347;136000~196999;1
4566;-118;34;1~32;4.341121495;1.112149533;763;214;0.0000~3.5347;136000~196999;1
4567;-118;34;33~48;2.383333333;0.94;1174;300;0.0000~3.5347;136000~257999;1
4568;-118;34;33~48;2.137089992;1.078216989;3974;1189;0.0000~3.5347;14000~135999;1
4569;-118;34;33~48;2.886977887;1.051597052;1593;407;0.0000~3.5347;136000~257999;1
4570;-118;34;1~32;2.318062827;1.031413613;2188;764;0.0000~3.5347;136000~196999;1
4571;-118;34.0;33~48;2.45625;1.065625;1239;320;0.0000~3.5347;136000~196999;1
4572;-118;34;1~32;2.77090301;0.968227425;2071;598;0.0000~3.5347;136000~196999;1
4573;-118;34;33~48;2.306188925;1.117263844;2013;614;0.0000~3.5347;136000~257999;1
4574;-118;34.0;33~48;2.737209302;1.088372093;1533;430;0.0000~3.5347;136000~196999;1
4575;-118;34;33~48;3.414012739;1.054140127;1111;314;0.0000~3.5347;136000~257999;1
4576;-118;34;17~32;2.747038917;1.083756345;2642;1182;0.0000~3.5347;136000~257999;1
4577;-118;34;*;2.429292929;1.169191919;2226;792;*;*;1
4578;-118;34;1~32;3.63394683;1.096114519;1684;489;0.0000~3.5347;136000~196999;1
4579;-118;34;1~32;2.592005513;1.095451413;7221;2902;0.0000~3.5347;136000~196999;1
4580;-118;34;1~32;2.342070773;1.117955439;2251;763;*;258000~501999;1
4581;-118;34;1~32;2518;1196;3051;1000;0.0000~3.5347;136000~196999;1
4582;-118;34;1~32;1.868073879;1.027264732;3915;1137;0.0000~3.5347;136000~196999;1
4583;*;34;1~32;1.654440154;1.135135135;3723;1036;0.0000~3.5347;75000~135999;1
4584;-118;34;33~48;1.768025078;1.106583072;1172;319;0.0000~3.5347;136000~196999;1
4585;-118;*;1~32;1.598130841;1.052959502;1204;321;0.0000~3.5347;*;1
4586;-118;34;33~48;1.92687747;1.03458498;3707;1012;0.0000~3.5347;14000~135999;1
4587;*;*;33~64;1.411290323;0.987903226;1122;248;0.0000~3.5347;136000~257999;1
4588;-118;34;33~64;1.784530387;1.193370166;2081;724;0.0000~3.5347;258000~501999;1
4589;-118;34;49~56;2.170395869;1.060240964;2309;581;0.0000~3.5347;136000~257999;1
4590;-118;34;49~56;2.644067797;1.282485876;990;354;0.0000~3.5347;136000~257999;1
4591;-118;34;33~48;2.096692112;0.368956743;3795;1179;0.0000~3.5347;136000~196999;1
4592;-118;*;1~32;1.678571429;1.066326531;2796;784;0.0000~3.5347;*;1
4593;-118;34;25~32;2.151571165;1.245841035;1685;541;0.0000~3.5347;136000~257999;1
4594;-118;*;1~32;2.183946488;1.065217391;2079;598;0.0000~3.5347;*;1
4595;-118;34;1~32;2.338957055;1.119631902;2510;652;0.0000~3.5347;136000~196999;1
4596;-118;34;33~48;2.547008547;1.102564103;2931;702;0.0000~3.5347;136000~196999;1
4597;-118;34;33~48;1.750814332;0.972312704;2260;614;0.0000~3.5347;136000~196999;1
4598;-118;34;33~48;2.581333333;1024;1805;375;0.0000~3.5347;136000~257999;1
4599;-118;34;33~48;2.153094463;1.169381107;1406;307;0.0000~3.5347;14000~135999;1
4600;*;34;1~32;2.615835777;0.637829912;2158;682;0.0000~3.5347;75000~135999;1
4601;-118;34;17~32;1.708994709;1.132275132;751;189;0.0000~3.5347;136000~257999;1
4602;-118;34;*;1.465753425;0.898630137;1194;365;*;*;1
4603;-118;34;*;6.932475884;0.98392283;861;311;*;258000~501999;1
4604;*;34;*;8.444954128;1.100917431;693;218;*;380000~501999;1
4605;*;34;*;8.483018868;0.962264151;813;265;*;380000~501999;1
4606;*;34;*;9.204968944;1.062111801;531;161;*;380000~501999;1
4607;-118;34;*;7.434163701;1.099644128;883;281;*;258000~501999;1
4608;-118;34;33~64;4.520689655;1.068965517;707;290;0.0000~3.5347;258000~501999;1
4609;-118;34;33~64;1.972644377;0.957446809;987;329;0.0000~3.5347;258000~501999;1
4610;*;*;17~32;2.989087302;1.109126984;2465;1008;0.0000~3.5347;*;1
4611;-118;34;1~32;2.042049934;1.070959264;1704;761;0.0000~3.5347;136000~196999;1
4612;*;*;17~32;1.885057471;1.030651341;634;261;0.0000~3.5347;*;1
4613;-118;34;25~32;2.292828685;1.119521912;2660;1004;0.0000~3.5347;136000~257999;1
4614;-118;34;33~64;2.343558282;1.031441718;3920;1304;0.0000~3.5347;258000~501999;1
4615;-118;34;25~32;2.678057554;1.194244604;1793;556;0.0000~3.5347;136000~257999;1
4616;-118;34;33~48;2.359517872;1.08478803;7443;2406;0.0000~3.5347;136000~257999;1
4617;-118;*;1~32;2.847297297;1.022972973;2660;740;0.0000~3.5347;*;1
4618;-118;*;33~64;3.674965422;1.020746888;2274;723;*;*;1
4619;-118;*;1~32;2.642058166;1.061521253;2759;894;0.0000~3.5347;*;1
4620;-118;34;33~64;4.291245791;1.060606061;1539;594;0.0000~3.5347;258000~501999;1
4621;-118;*;33~64;3.547396529;1.060080107;2149;749;*;*;1
4622;*;34;*;8.300835655;1.019498607;967;359;*;380000~501999;1
4623;-118;*;33~64;2.713235294;1.080882353;145;136;*;*;1
4624;*;*;33~64;4.818627451;1.205882353;578;204;3.5348~7.0695;380000~501999;1
4625;-118;34;17~32;4.126506024;1.064759036;1420;664;*;258000~501999;1
4626;*;34;*;7.958333333;0.833333333;457;120;*;380000~501999;1
4627;-118;34;1~32;2.778265642;1.127881449;4533;1822;0.0000~3.5347;136000~196999;1
4628;-118;*;17~32;2.553366174;1.041871921;2535;1218;0.0000~3.5347;*;1
4629;-118;34;1~32;2.571135431;0.29753762;3296;1462;0.0000~3.5347;136000~196999;1
4630;*;*;17~32;2.740554156;1.047858942;2919;1191;0.0000~3.5347;*;1
4631;-118;*;17~32;2.165249089;1.088699878;1749;823;0.0000~3.5347;*;1
4632;-118;34;33~64;2.341232227;1.134597156;2326;1055;0.0000~3.5347;258000~501999;1
4633;*;34;1~32;2.629823414;1.116415958;3727;1529;0.0000~3.5347;75000~135999;1
4634;-118;*;1~32;2.199241786;1.065711879;5840;2374;0.0000~3.5347;*;1
4635;-118;34.0;33~48;2.032738095;1.101190476;942;672;0.0000~3.5347;136000~196999;1
4636;-118;34;33~48;1.806122449;1.063543599;6846;2156;0.0000~3.5347;14000~135999;1
4637;-118;34;1~32;2.224637681;1.00634058;4137;1104;0.0000~3.5347;136000~196999;1
4638;-118;34;33~64;2.005701254;1.153933865;2716;877;0.0000~3.5347;258000~501999;1
4639;-118;34.0;33~48;1.680773881;1.054413543;2860;827;0.0000~3.5347;136000~196999;1
4640;-118;34;17~32;2.926829268;1.116212339;2235;697;0.0000~3.5347;136000~257999;1
4641;-118;34;33~64;2.248154982;1.183579336;3906;1084;0.0000~3.5347;258000~501999;1
4642;*;*;17~32;2.966292135;1.116104869;3468;1335;0.0000~3.5347;*;1
4643;*;*;17~32;2.24686941;1.076028623;3720;1118;0.0000~3.5347;*;1
4644;*;*;17~32;3.136150235;1.063380282;1268;426;0.0000~3.5347;*;1
4645;-118;34.0;33~48;2.063858696;1.041440217;4225;1472;0.0000~3.5347;136000~196999;1
4646;-118;*;33~64;3.137521222;1.132427844;1351;589;*;*;1
4647;-118;34;33~64;2.80952381;1;1920;756;0.0000~3.5347;258000~501999;1
4648;-118;*;1~32;2.846928499;1.09164149;3107;993;0.0000~3.5347;*;1
4649;-118;34;1~32;2.749559083;1.139329806;1639;567;*;258000~501999;1
4650;-118;34;33~48;4.884272997;1.057863501;2224;674;*;258000~501999;1
4651;-118;34;33~48;4.934973638;1.026362039;1654;569;*;258000~501999;1
4652;-118;34;33~64;5.29248366;1.179738562;1383;612;3.5348~7.0695;258000~379999;1
4653;-118;34;*;5.516129032;0.931451613;737;248;*;258000~501999;1
4654;-118;34;33~48;4.790836653;1.049800797;1868;502;0.0000~3.5347;136000~257999;1
4655;-118;34;33~48;3.896039604;0.965346535;1323;404;0.0000~3.5347;136000~257999;1
4656;-118;34.0;33~48;3.663090129;1.113733906;1446;466;0.0000~3.5347;136000~196999;1
4657;-118;34;33~64;4.599337748;1.205298013;976;302;0.0000~3.5347;258000~501999;1
4658;-118;34;33~48;2.917102967;1.032286213;3480;1146;0.0000~3.5347;136000~257999;1
4659;-118;34;33~64;4.167487685;1.041871921;1578;406;0.0000~3.5347;258000~501999;1
4660;-118;*;33~64;4.341145833;0.950520833;1161;384;*;*;1
4661;-118;34;33~48;2.718381113;1.096121417;2028;593;0.0000~3.5347;14000~135999;1
4662;-118;34;33~48;2.708256881;1.119266055;1605;545;0.0000~3.5347;136000~257999;1
4663;-118;34;33~64;1.986547085;1;582;223;0.0000~3.5347;258000~501999;1
4664;-118;34.0;33~48;2.857731959;0.942268041;1845;485;0.0000~3.5347;136000~196999;1
4665;-118;34;1~32;2.755134281;1.137440758;2034;633;0.0000~3.5347;136000~196999;1
4666;-118;34;1~32;2.624074074;1.090740741;1615;540;0.0000~3.5347;136000~196999;1
4667;-118;34.0;33~48;2.510250569;0.990888383;1325;439;0.0000~3.5347;136000~196999;1
4668;-118;34;33~40;3.439121756;1.135728543;1664;501;0.0000~3.5347;136000~257999;1
4669;-118;34.0;33~48;2.466893039;0.998302207;1987;589;0.0000~3.5347;136000~196999;1
4670;-118;34;17~32;2.337027379;1.082790091;5229;1534;0.0000~3.5347;136000~257999;1
4671;-118;34;*;1.985337243;1.085043988;1143;341;*;*;1
4672;-118;34;25~32;2.348333333;1.043333333;4126;1200;0.0000~3.5347;136000~257999;1
4673;*;34;33~64;6.146757679;1.068259386;714;293;3.5348~7.0695;380000~501999;1
4674;*;34;33~64;6.060679612;0.985436893;1030;412;3.5348~7.0695;380000~501999;1
4675;*;34;33~64;6.710144928;1.031884058;894;345;3.5348~7.0695;380000~501999;1
4676;*;*;33~64;6.956228956;1.074074074;981;297;3.5348~7.0695;380000~501999;1
4677;-118;34;*;8.508982036;0.976047904;495;167;*;258000~501999;1
4678;*;34;*;8.780612245;0.994897959;688;196;*;380000~501999;1
4679;*;*;33~64;5.959558824;1.044117647;588;272;3.5348~7.0695;380000~501999;1
4680;*;34;33~64;6.065602837;1.060283688;1203;564;3.5348~7.0695;380000~501999;1
4681;*;34;33~64;5.403921569;1.062745098;971;510;3.5348~7.0695;380000~501999;1
4682;-118;34;49~56;4.086647727;1.024147727;1186;704;0.0000~3.5347;136000~257999;1
4683;-118;34;49~56;4.119791667;1.043402778;1135;576;0.0000~3.5347;136000~257999;1
4684;-118;34;49~56;3.979079498;1.020920502;848;478;0.0000~3.5347;136000~257999;1
4685;-118;34;33~48;3.836206897;1.099137931;434;232;*;258000~501999;1
4686;-118;34;33~64;3.823125919;1.055365017;3359;2041;0.0000~3.5347;258000~501999;1
4687;-118;34;33~48;4.158690176;1.032745592;512;397;*;258000~501999;1
4688;-118;34;33~48;4.09394314;1.08776267;1157;809;*;258000~501999;1
4689;-118;34;33~64;4.129251701;1.013605442;777;441;0.0000~3.5347;258000~501999;1
4690;*;34;33~64;4.87394958;1.008403361;748;357;3.5348~7.0695;380000~501999;1
4691;*;34;33~64;4.881782946;0.843023256;1117;516;3.5348~7.0695;380000~501999;1
4692;-118;34;33~64;4.703448276;1.036781609;944;435;0.0000~3.5347;258000~501999;1
4693;*;34;33~64;5.736979167;1.138020833;899;384;3.5348~7.0695;380000~501999;1
4694;*;34;33~64;5.081018519;1.006944444;884;432;3.5348~7.0695;380000~501999;1
4695;-118;34;33~64;4.366720517;1.071082391;1045;619;0.0000~3.5347;258000~501999;1
4696;-118;*;33~64;4.228937729;0.963369963;870;546;*;*;1
4697;-118;34;33~64;4.250980392;0.968627451;468;255;0.0000~3.5347;258000~501999;1
4698;-118;*;17~32;3.883291352;1.097397145;1739;1191;0.0000~3.5347;*;1
4699;-118;34;*;3.981803143;1.142266336;1897;1209;*;*;1
4700;-118;34;17~32;4.104494382;1.074157303;1510;890;*;258000~501999;1
4701;-118;34;49~56;3.184553661;1.060180542;1594;997;0.0000~3.5347;136000~257999;1
4702;-118;34;33~64;2.767871486;1.092369478;1768;1245;0.0000~3.5347;258000~501999;1
4703;-118;34;*;6.140186916;0.794392523;629;214;*;258000~501999;1
4704;-118;34;33~64;5.634743875;1.020044543;1122;449;3.5348~7.0695;258000~379999;1
4705;*;*;33~64;5.48806366;1.106100796;826;377;3.5348~7.0695;380000~501999;1
4706;-118;34;33~64;4.94;1.12;768;300;3.5348~7.0695;258000~379999;1
4707;-118;34;49~56;5.148820327;1.092558984;1164;551;0.0000~3.5347;136000~257999;1
4708;*;*;33~64;4.381877023;0.902912621;716;309;3.5348~7.0695;380000~501999;1
4709;*;*;33~64;4.514851485;1.062706271;617;303;3.5348~7.0695;380000~501999;1
4710;-118;34;33~64;3.913043478;1.135869565;1416;736;0.0000~3.5347;258000~501999;1
4711;-118;*;33~64;4.293833132;0.99879081;1601;827;*;*;1
4712;-118;34;33~64;4.503205128;1.073717949;1109;624;0.0000~3.5347;258000~501999;1
4713;-118;34;33~64;5.392405063;1.151898734;921;395;0.0000~3.5347;258000~501999;1
4714;*;*;33~64;5.582781457;1.059602649;333;151;3.5348~7.0695;380000~501999;1
4715;*;*;33~64;6.380952381;1.146825397;630;252;3.5348~7.0695;380000~501999;1
4716;-118;*;1~32;4.393728223;1.073170732;991;574;0.0000~3.5347;*;1
4717;-118;*;17~32;4.50456621;1.150684932;1676;876;0.0000~3.5347;*;1
4718;-118;*;1~32;4.060747664;1.082242991;1987;1070;0.0000~3.5347;*;1
4719;-118;34;17~32;4.022012579;1.039308176;1183;636;*;258000~501999;1
4720;-118;34;33~64;4.69789675;1.055449331;1159;523;0.0000~3.5347;258000~501999;1
4721;-118;*;33~64;5.465753425;1.054794521;671;219;*;*;1
4722;-118;34;33~48;5.702702703;1.054054054;539;222;*;258000~501999;1
4723;-118;34;33~64;4.538314176;1.042145594;1252;522;0.0000~3.5347;258000~501999;1
4724;*;*;33~64;5.447688564;1.02919708;832;411;3.5348~7.0695;380000~501999;1
4725;*;*;33~64;5865;1.0925;1121;400;3.5348~7.0695;380000~501999;1
4726;*;*;33~64;5.074675325;0.993506494;776;308;3.5348~7.0695;380000~501999;1
4727;*;*;33~64;5.176724138;1.090517241;878;464;3.5348~7.0695;380000~501999;1
4728;-118;34;33~64;5.027548209;1.112947658;728;363;0.0000~3.5347;258000~501999;1
4729;-118;34;33~48;5.122302158;1.079136691;632;278;*;258000~501999;1
4730;-118;34;33~48;4.959459459;1.027027027;956;370;0.0000~3.5347;136000~257999;1
4731;-118;34;49~56;5.128865979;0.948453608;462;194;0.0000~3.5347;136000~257999;1
4732;-118;34;33~48;4.594132029;0.965770171;946;409;0.0000~3.5347;136000~257999;1
4733;-118;34;33~64;4.64116095;1.071240106;1724;758;0.0000~3.5347;258000~501999;1
4734;-118;34;33~64;4.923261391;1.151079137;900;417;0.0000~3.5347;258000~501999;1
4735;-118;34;33~48;5.21221865;1.009646302;724;311;*;258000~501999;1
4736;-118;34;33~64;4.442477876;1.022123894;590;226;3.5348~7.0695;258000~379999;1
4737;-118;34;33~64;5.799065421;0.981308411;526;214;3.5348~7.0695;258000~379999;1
4738;-118;34;33~64;3.754010695;2.326203209;458;187;3.5348~7.0695;258000~379999;1
4739;-118;34;33~64;4.177619893;1.062166963;1133;563;0.0000~3.5347;258000~501999;1
4740;-118;*;33~64;4.485969388;1.121173469;1632;784;*;*;1
4741;-118;34;33~48;4.739057239;1.143097643;1533;594;0.0000~3.5347;136000~257999;1
4742;-118;34.0;33~48;3.957356077;1.051172708;1374;469;0.0000~3.5347;136000~196999;1
4743;-118;34;33~48;5.062730627;1.605166052;674;271;0.0000~3.5347;136000~257999;1
4744;-118;34;33~48;4.806315789;0.915789474;1093;475;0.0000~3.5347;136000~257999;1
4745;-118;34;33~64;4.851015801;1.018058691;905;443;0.0000~3.5347;258000~501999;1
4746;-118;34;49~56;4.997512438;1.042288557;1130;402;0.0000~3.5347;136000~257999;1
4747;-118;34.0;33~48;3.421052632;1.024561404;723;285;0.0000~3.5347;136000~196999;1
4748;-118;34;*;4.819070905;1.012224939;1065;409;*;*;1
4749;-118;34;33~64;5.00913242;1.150684932;997;438;0.0000~3.5347;258000~501999;1
4750;-118;34.0;33~48;3.734256927;1.022670025;2638;794;0.0000~3.5347;136000~196999;1
4751;-118;34.0;33~48;4.134185304;1.054313099;1140;313;0.0000~3.5347;136000~196999;1
4752;-118;34;33~48;3.807073955;1.054662379;953;311;0.0000~3.5347;136000~257999;1
4753;-118;34;1~32;4.560669456;1.050209205;955;239;0.0000~3.5347;136000~196999;1
4754;-118;34;33~64;4.15862069;1.096551724;2300;725;0.0000~3.5347;258000~501999;1
4755;*;*;33~64;6.841397849;1.077956989;1004;372;3.5348~7.0695;380000~501999;1
4756;-118;34.0;33~48;4.513978495;1.015053763;1369;465;0.0000~3.5347;136000~196999;1
4757;-118;34.0;33~48;4.150442478;1.074336283;2042;565;0.0000~3.5347;136000~196999;1
4758;-118;34;33~48;3.345218801;1.072933549;2140;617;0.0000~3.5347;14000~135999;1
4759;-118;34;33~48;2932;1058;1835;500;0.0000~3.5347;14000~135999;1
4760;-118;34;33~40;3.582417582;1.100732601;1672;546;0.0000~3.5347;136000~257999;1
4761;-118;34;49~56;3.717171717;0.895622896;668;297;0.0000~3.5347;136000~257999;1
4762;-118;34.0;33~48;4.713432836;1.065671642;713;335;0.0000~3.5347;136000~196999;1
4763;-118;34;33~48;4.367901235;1.059259259;993;405;0.0000~3.5347;136000~257999;1
4764;-118;34.0;33~48;4.662269129;1.100263852;1052;379;0.0000~3.5347;136000~196999;1
