ID;sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
5414;Male;20~29;White;*;Higher education;*;Private;Technical;<=50K
5415;Male;20~39;White;Married-civ-spouse;High School;United-States;Non-Government;Craft-repair;<=50K
5416;Female;40~59;*;*;High School;*;Non-Government;*;<=50K
5417;Male;*;White;Married-civ-spouse;High School;North America;Self-emp-not-inc;*;<=50K
5418;Female;*;*;*;*;*;Non-Government;*;<=50K
5419;Male;20~39;White;Married-civ-spouse;High School;United-States;Private;Nontechnical;<=50K
5420;Male;40~59;White;Married-civ-spouse;Higher education;United-States;*;Technical;<=50K
5421;Male;*;White;Married-civ-spouse;High School;United-States;*;*;<=50K
5422;Male;20~39;White;spouse not present;Undergraduate;United-States;Private;Nontechnical;<=50K
5423;Female;20~39;*;*;Higher education;North America;Private;*;<=50K
5424;Male;40~59;*;*;High School;United-States;*;Technical;>50K
5425;Female;*;*;spouse not present;*;*;Non-Government;*;<=50K
5426;Male;*;*;*;Higher education;*;*;Other;<=50K
5427;Male;20~39;White;*;High School;*;Non-Government;*;<=50K
5428;*;*;*;Never-married;*;*;Non-Government;Other;<=50K
5429;Female;20~39;White;*;Higher education;United-States;*;*;<=50K
5430;Female;20~39;White;Never-married;Undergraduate;United-States;Private;*;<=50K
5431;Male;20~39;White;Married-civ-spouse;High School;United-States;Non-Government;Craft-repair;>50K
5432;Male;20~39;White;Married-civ-spouse;Graduate;North America;Non-Government;Technical;<=50K
5433;Female;40~59;White;Divorced;*;North America;Non-Government;*;>50K
5434;Female;20~39;White;Separated;High School;North America;Non-Government;*;<=50K
5435;Male;20~39;White;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;<=50K
5436;Male;*;White;Married-civ-spouse;HS-grad;*;Private;Craft-repair;<=50K
5437;Male;40~59;White;spouse not present;Undergraduate;North America;Non-Government;*;<=50K
5438;Male;40~59;White;Married-civ-spouse;Higher education;United-States;*;Technical;>50K
5439;Male;40~59;White;spouse not present;Higher education;United-States;Private;*;<=50K
5440;Male;20~39;White;Never-married;Higher education;North America;Private;Other;<=50K
5441;Male;40~59;White;Married-civ-spouse;*;North America;Self-emp-not-inc;Nontechnical;>50K
5442;Male;30~39;White;Married-civ-spouse;Higher education;*;Non-Government;Nontechnical;<=50K
5443;*;40~59;White;*;Higher education;*;Non-Government;*;>50K
5444;*;*;*;*;High School;*;*;Nontechnical;<=50K
5445;Male;40~49;White;Married-civ-spouse;Undergraduate;United-States;Non-Government;Technical;<=50K
5446;Female;40~59;White;spouse not present;Higher education;United-States;Private;Other;<=50K
5447;Female;20~39;*;*;Higher education;North America;Private;*;<=50K
5448;Female;*;White;*;Higher education;North America;Private;Other;>50K
5449;Male;*;*;*;*;North America;Non-Government;*;>50K
5450;Male;40~59;*;*;*;North America;Non-Government;Technical;<=50K
5451;Male;35~39;White;Married-civ-spouse;High School;United-States;Non-Government;Nontechnical;<=50K
5452;Male;40~59;White;spouse not present;Higher education;United-States;Private;*;>50K
5453;Female;*;White;*;High School;North America;Private;*;>50K
5454;Male;20~39;White;*;High School;North America;Private;*;<=50K
5455;Male;30~39;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
5456;Male;20~39;White;Never-married;Undergraduate;United-States;Private;Technical;>50K
5457;*;15~19;White;Never-married;*;United-States;Non-Government;Nontechnical;<=50K
5458;Male;20~39;*;Married-civ-spouse;*;*;*;*;<=50K
5459;Male;40~59;*;Married-civ-spouse;Undergraduate;United-States;Self-emp-not-inc;Exec-managerial;<=50K
5460;Female;20~39;White;*;Higher education;United-States;*;*;>50K
5461;Female;20~39;White;Never-married;Undergraduate;United-States;Non-Government;Technical;<=50K
5462;Female;20~39;White;spouse not present;High School;North America;Non-Government;*;<=50K
5463;Male;20~29;White;Never-married;Bachelors;United-States;Non-Government;*;<=50K
5464;Male;20~29;White;Never-married;Bachelors;United-States;Non-Government;*;<=50K
5465;Female;20~39;*;Never-married;*;*;Private;*;<=50K
5466;Female;20~39;White;spouse not present;Undergraduate;United-States;Private;Adm-clerical;<=50K
5467;*;40~59;White;*;Higher education;*;Non-Government;*;>50K
5468;Male;*;White;Married-civ-spouse;HS-grad;*;Private;Craft-repair;<=50K
5469;Male;30~39;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
5470;Male;*;*;Married-civ-spouse;*;North America;Non-Government;*;<=50K
5471;Female;*;White;*;High School;North America;Private;*;<=50K
5472;Female;*;*;spouse not present;High School;North America;*;*;<=50K
5473;Female;20~39;*;*;*;North America;Private;Technical;<=50K
5474;*;*;White;*;*;United-States;*;*;<=50K
5475;Male;20~39;*;spouse not present;High School;North America;*;*;<=50K
5476;Male;40~59;*;Married-civ-spouse;Undergraduate;United-States;Self-emp-not-inc;Exec-managerial;>50K
5477;Male;40~59;*;*;*;North America;Non-Government;Technical;<=50K
5478;Male;20~39;White;Never-married;Higher education;United-States;Non-Government;Other;<=50K
5479;Male;*;White;Married-civ-spouse;Higher education;*;Non-Government;*;>50K
5480;*;20~39;*;spouse not present;HS-grad;*;Non-Government;*;<=50K
5481;Male;*;White;Never-married;Higher education;United-States;Non-Government;Technical;>50K
5482;Male;*;*;*;*;*;*;*;<=50K
5483;Male;*;White;Married-civ-spouse;HS-grad;*;Private;Craft-repair;<=50K
5484;Female;20~39;White;spouse not present;High School;United-States;Non-Government;Other;<=50K
5485;Male;40~49;White;Married-civ-spouse;HS-grad;North America;Private;Machine-op-inspct;<=50K
5486;Male;*;White;Married-civ-spouse;*;North America;Non-Government;*;<=50K
5487;Male;20~29;White;Married-civ-spouse;Higher education;United-States;Private;Nontechnical;<=50K
5488;Male;20~39;*;spouse not present;High School;North America;*;*;<=50K
5489;Male;*;*;spouse not present;High School;North America;Non-Government;Other;>50K
5490;*;*;*;*;*;Asia;Non-Government;*;>50K
5491;Male;40~59;*;*;*;*;*;*;<=50K
5492;*;15~19;White;Never-married;HS-grad;United-States;*;*;<=50K
5493;Female;20~39;White;Never-married;Undergraduate;United-States;Non-Government;Technical;<=50K
5494;Male;40~59;White;Married-civ-spouse;*;*;Non-Government;Nontechnical;>50K
5495;Female;40~59;White;*;Higher education;North America;Non-Government;Other;<=50K
5496;Female;*;White;spouse not present;High School;North America;Private;*;<=50K
5497;Male;40~59;White;spouse not present;Higher education;United-States;Private;*;<=50K
5498;Male;20~39;White;Married-civ-spouse;High School;United-States;Non-Government;Craft-repair;<=50K
5499;Female;20~39;*;spouse not present;*;United-States;*;*;<=50K
5500;Female;40~59;*;*;High School;*;Non-Government;*;<=50K
5501;Male;20~39;White;*;High School;*;Non-Government;*;<=50K
5502;Female;20~39;White;spouse not present;High School;United-States;Non-Government;Other;<=50K
5503;Male;20~39;White;Married-civ-spouse;HS-grad;North America;Private;Machine-op-inspct;<=50K
5504;Female;20~39;White;Never-married;Undergraduate;United-States;Non-Government;Technical;<=50K
5505;Male;15~19;*;Never-married;High School;United-States;Private;Other;<=50K
5506;Male;20~39;White;spouse present;HS-grad;North America;Private;Technical;>50K
5507;Male;*;White;spouse not present;High School;*;Non-Government;Technical;<=50K
5508;Male;*;White;spouse not present;*;United-States;Private;Technical;<=50K
5509;Male;*;*;Married-civ-spouse;High School;United-States;Government;*;<=50K
5510;Female;40~59;*;spouse not present;High School;North America;Private;*;<=50K
5511;Female;*;*;*;*;*;Non-Government;Technical;>50K
5512;Male;20~39;White;Married-civ-spouse;HS-grad;United-States;Private;Technical;<=50K
5513;Male;40~59;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
5514;*;*;*;*;*;Asia;Non-Government;*;<=50K
5515;Male;40~59;*;*;Higher education;*;Non-Government;Nontechnical;>50K
5516;Male;40~59;White;Married-civ-spouse;Higher education;United-States;*;Technical;>50K
5517;Male;40~59;*;*;*;North America;Non-Government;Technical;<=50K
5518;Female;20~39;White;Married-civ-spouse;Higher education;United-States;Non-Government;Nontechnical;>50K
5519;Male;20~39;White;Married-civ-spouse;Undergraduate;North America;Non-Government;Nontechnical;>50K
5520;Male;20~29;White;Never-married;Bachelors;United-States;Non-Government;*;<=50K
5521;Male;20~39;White;spouse not present;Higher education;North America;Non-Government;Nontechnical;<=50K
5522;Male;20~39;White;*;High School;*;Non-Government;*;<=50K
5523;Male;60~79;White;Married-civ-spouse;High School;North America;Non-Government;*;>50K
5524;Male;*;White;Married-civ-spouse;High School;North America;Self-emp-not-inc;*;>50K
5525;Male;20~39;*;Never-married;Undergraduate;North America;Private;Technical;<=50K
5526;Male;*;White;Married-civ-spouse;*;*;Non-Government;Nontechnical;<=50K
5527;Male;40~59;White;spouse not present;*;North America;Non-Government;*;>50K
5528;Female;40~59;White;*;Higher education;North America;Non-Government;Other;<=50K
5529;*;*;*;*;*;North America;*;*;<=50K
5530;*;20~39;*;*;*;*;*;*;<=50K
5531;Male;40~59;White;Married-civ-spouse;*;*;Non-Government;Nontechnical;>50K
5532;Male;20~39;White;Married-civ-spouse;HS-grad;United-States;Private;Technical;>50K
5533;Male;20~39;White;Married-civ-spouse;High School;United-States;Non-Government;Craft-repair;<=50K
5534;Male;20~39;White;Married-civ-spouse;*;North America;Government;Other;<=50K
5535;Female;20~39;White;Never-married;Higher education;*;Non-Government;Other;<=50K
5536;Female;20~39;*;*;*;North America;Private;Technical;<=50K
5537;Male;40~59;White;Married-civ-spouse;HS-grad;United-States;*;Nontechnical;>50K
5538;Female;*;White;spouse not present;*;United-States;Non-Government;Nontechnical;<=50K
5539;Female;*;*;spouse not present;*;*;Non-Government;*;>50K
5540;Male;*;*;Married-civ-spouse;*;North America;Non-Government;*;<=50K
5541;Male;*;White;*;Higher education;*;Government;*;<=50K
5542;Male;*;White;*;Higher education;United-States;Non-Government;Nontechnical;>50K
5543;Male;20~39;White;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;>50K
5544;Male;20~39;White;Married-civ-spouse;High School;North America;Non-Government;Other;<=50K
5545;Male;40~59;*;*;*;*;*;*;<=50K
5546;Male;20~29;White;*;Higher education;*;Private;Technical;<=50K
5547;Female;20~39;White;Never-married;Higher education;United-States;Non-Government;Other;<=50K
5548;Male;40~59;White;Married-civ-spouse;HS-grad;United-States;*;Nontechnical;>50K
5549;*;*;White;*;*;*;Private;*;<=50K
5550;Female;20~39;*;*;Higher education;North America;Private;*;<=50K
5551;Male;*;White;Married-civ-spouse;*;United-States;Non-Government;*;>50K
5552;*;60~79;White;Married-civ-spouse;High School;United-States;Non-Government;Other;<=50K
5553;Male;40~59;White;spouse not present;Undergraduate;North America;Non-Government;*;<=50K
5554;Female;20~39;White;Never-married;Professional Education;United-States;Private;Adm-clerical;<=50K
5555;Male;*;*;Married-civ-spouse;*;North America;Non-Government;*;<=50K
5556;Male;*;*;*;*;*;Private;Technical;<=50K
5557;Male;20~39;*;*;*;*;Government;*;<=50K
5558;Female;*;White;spouse not present;*;North America;Non-Government;Adm-clerical;<=50K
5559;Female;40~59;White;Divorced;*;North America;Non-Government;*;<=50K
5560;Male;*;White;*;High School;United-States;Non-Government;*;<=50K
5561;Female;40~59;White;Divorced;High School;North America;Private;*;<=50K
5562;Male;20~39;*;*;High School;*;Non-Government;*;<=50K
5563;Male;*;White;spouse not present;High School;*;Non-Government;Technical;<=50K
5564;Female;20~39;*;*;Higher education;North America;Private;*;<=50K
5565;Male;20~39;White;Married-civ-spouse;Higher education;United-States;Private;Nontechnical;<=50K
5566;Male;20~39;White;Married-civ-spouse;Undergraduate;United-States;Private;Prof-specialty;<=50K
5567;Male;20~39;White;*;Higher education;North America;Government;*;<=50K
5568;Male;40~49;White;Married-civ-spouse;Undergraduate;North America;Non-Government;Nontechnical;<=50K
5569;Male;*;*;*;*;*;*;*;<=50K
5570;Male;*;*;Married-civ-spouse;Higher education;United-States;Government;*;>50K
5571;Male;20~29;White;*;Higher education;*;Private;Technical;<=50K
5572;Male;20~39;White;spouse not present;Undergraduate;United-States;Private;Nontechnical;<=50K
5573;Male;*;*;spouse not present;High School;North America;Non-Government;*;<=50K
5574;Male;*;White;Married-civ-spouse;High School;United-States;*;*;<=50K
5575;Male;*;White;Married-civ-spouse;*;United-States;Non-Government;*;<=50K
5576;Female;40~59;White;spouse not present;Higher education;United-States;Private;Other;<=50K
5577;*;40~59;White;Married-civ-spouse;*;United-States;*;*;<=50K
5578;Female;*;White;spouse not present;*;North America;Non-Government;Adm-clerical;<=50K
5579;Male;50~59;White;Married-civ-spouse;Higher education;North America;Private;Craft-repair;<=50K
5580;Male;20~29;White;Never-married;Bachelors;United-States;Non-Government;*;<=50K
5581;Female;40~59;White;spouse not present;*;North America;Private;Technical;<=50K
5582;Male;*;White;spouse not present;High School;*;Non-Government;Technical;<=50K
5583;Female;20~39;*;Never-married;*;*;Private;*;<=50K
5584;Male;40~59;White;Married-civ-spouse;*;North America;Self-emp-not-inc;Nontechnical;<=50K
5585;Male;20~39;White;Never-married;Undergraduate;United-States;Private;Technical;<=50K
5586;*;40~59;White;*;Higher education;*;Non-Government;*;>50K
5587;Female;20~39;White;spouse not present;Undergraduate;United-States;Private;Adm-clerical;<=50K
5588;Male;20~39;White;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;>50K
5589;Male;*;*;Married-civ-spouse;*;North America;Non-Government;*;<=50K
5590;Male;20~39;White;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;<=50K
5591;Male;*;White;spouse not present;*;North America;*;Other;<=50K
5592;*;15~19;White;Never-married;*;United-States;Non-Government;Nontechnical;<=50K
5593;Male;30~39;White;Married-civ-spouse;Higher education;North America;Non-Government;*;<=50K
5594;Female;20~39;White;spouse not present;High School;United-States;Non-Government;Other;<=50K
5595;Male;*;White;Married-civ-spouse;*;United-States;Non-Government;*;<=50K
5596;Female;*;*;*;*;*;Non-Government;Technical;<=50K
5597;Male;*;White;spouse not present;Undergraduate;United-States;Non-Government;Nontechnical;<=50K
5598;Female;20~39;White;spouse not present;High School;United-States;Non-Government;Other;<=50K
5599;*;20~39;White;spouse not present;*;North America;Private;*;<=50K
5600;Male;40~59;White;spouse not present;*;North America;Non-Government;*;<=50K
5601;Male;50~59;White;Married-civ-spouse;HS-grad;North America;Private;Craft-repair;<=50K
5602;Female;*;*;*;*;North America;Non-Government;*;<=50K
5603;Male;20~39;White;Married-civ-spouse;High School;United-States;Non-Government;*;<=50K
5604;Male;*;*;*;High School;*;*;*;<=50K
5605;*;*;*;*;*;North America;Government;*;>50K
5606;*;*;White;*;High School;North America;Non-Government;*;<=50K
5607;Male;40~49;White;Married-civ-spouse;Undergraduate;United-States;Non-Government;Technical;<=50K
5608;*;*;*;spouse not present;*;*;Non-Government;*;<=50K
5609;Male;35~39;White;Married-civ-spouse;High School;United-States;Non-Government;Nontechnical;>50K
5610;Female;*;White;*;*;North America;Private;Other;<=50K
5611;Female;20~39;*;Never-married;*;*;Private;*;<=50K
5612;*;*;White;spouse not present;*;*;Non-Government;*;<=50K
5613;Male;40~59;White;Married-civ-spouse;Professional Education;North America;Private;Technical;<=50K
5614;*;*;White;*;*;North America;Non-Government;*;<=50K
5615;Male;20~39;White;*;*;*;Non-Government;Nontechnical;>50K
5616;Male;*;White;Married-civ-spouse;HS-grad;*;Private;Craft-repair;>50K
5617;Female;*;White;spouse not present;Higher education;North America;Non-Government;*;<=50K
5618;Male;*;White;Married-civ-spouse;High School;United-States;*;*;<=50K
5619;Male;20~39;White;Married-civ-spouse;*;North America;Government;Other;>50K
5620;Male;50~59;White;Married-civ-spouse;Some-college;United-States;Private;Nontechnical;>50K
5621;Male;40~59;White;Married-civ-spouse;HS-grad;United-States;Private;Technical;<=50K
5622;Male;20~39;*;Never-married;High School;United-States;Private;Other;<=50K
5623;Male;*;*;Married-civ-spouse;*;North America;*;Other;<=50K
5624;*;*;*;*;Higher education;*;Government;*;>50K
5625;Male;*;White;Married-civ-spouse;Graduate;United-States;Government;Prof-specialty;>50K
5626;Female;*;*;spouse not present;High School;North America;*;*;<=50K
5627;Female;40~59;White;spouse not present;HS-grad;North America;Non-Government;Other;<=50K
5628;Male;40~59;White;Married-civ-spouse;High School;United-States;Non-Government;Technical;>50K
5629;Female;*;*;*;*;*;Non-Government;*;<=50K
5630;*;20~39;White;spouse not present;*;North America;Private;*;<=50K
5631;Female;40~59;White;*;Undergraduate;North America;Non-Government;*;<=50K
5632;Male;20~39;White;Never-married;Some-college;North America;Private;Nontechnical;<=50K
5633;Male;40~59;White;spouse not present;Undergraduate;North America;Non-Government;*;<=50K
5634;Male;40~59;White;Married-civ-spouse;High School;North America;Non-Government;Other;<=50K
5635;Male;*;White;*;*;*;Government;*;<=50K
5636;Male;*;*;Married-civ-spouse;Higher education;United-States;Government;*;<=50K
5637;Male;20~39;*;Married-civ-spouse;*;*;*;Nontechnical;>50K
5638;Male;30~39;White;Married-civ-spouse;Higher education;North America;Non-Government;*;<=50K
5639;Male;*;White;*;Higher education;North America;Private;*;>50K
5640;Female;20~39;*;Never-married;*;*;Private;*;<=50K
5641;Male;20~29;White;*;Higher education;*;Private;Technical;<=50K
5642;Female;*;*;spouse not present;*;United-States;Private;*;<=50K
5643;Male;*;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Transport-moving;<=50K
5644;Male;*;White;*;*;North America;*;*;<=50K
5645;Female;*;*;*;Higher education;*;Government;*;>50K
5646;Female;40~59;White;spouse not present;HS-grad;North America;Private;Adm-clerical;<=50K
5647;Male;*;White;Married-civ-spouse;HS-grad;*;Private;Craft-repair;<=50K
5648;Male;40~59;*;spouse not present;Higher education;*;Non-Government;*;<=50K
5649;Male;40~59;*;Married-civ-spouse;Undergraduate;United-States;Self-emp-not-inc;Exec-managerial;>50K
5650;Female;15~19;White;Never-married;*;United-States;*;Other;<=50K
5651;Male;20~39;*;Married-civ-spouse;*;*;*;Nontechnical;>50K
5652;Female;*;*;*;*;*;Non-Government;*;<=50K
5653;Male;20~39;White;Married-civ-spouse;High School;United-States;Non-Government;Craft-repair;<=50K
5654;Female;*;*;*;*;North America;*;*;<=50K
5655;Male;20~39;White;spouse not present;Higher education;North America;Non-Government;Nontechnical;<=50K
5656;Female;20~39;*;spouse not present;*;United-States;*;*;<=50K
5657;Male;20~39;White;Never-married;Undergraduate;United-States;Private;Other;<=50K
5658;Male;*;White;spouse not present;Higher education;United-States;Non-Government;Other;<=50K
5659;Male;40~59;White;spouse not present;HS-grad;North America;Private;Technical;<=50K
5660;Female;*;White;spouse not present;*;United-States;Non-Government;Nontechnical;<=50K
5661;Female;*;White;*;*;North America;Private;Other;<=50K
5662;Female;20~39;White;Never-married;Undergraduate;United-States;Non-Government;Technical;<=50K
5663;Male;*;White;spouse not present;Undergraduate;United-States;Non-Government;Nontechnical;<=50K
5664;Female;20~39;White;spouse not present;High School;North America;Non-Government;Exec-managerial;<=50K
5665;Male;*;White;spouse not present;Undergraduate;United-States;Non-Government;Nontechnical;<=50K
5666;Male;20~39;White;Married-civ-spouse;High School;United-States;Non-Government;Craft-repair;<=50K
5667;Male;*;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Transport-moving;<=50K
5668;Male;20~39;White;Never-married;Higher education;United-States;Private;Adm-clerical;<=50K
5669;Female;*;White;spouse not present;High School;North America;Private;*;<=50K
5670;Male;20~39;White;Never-married;Higher education;United-States;Private;Adm-clerical;<=50K
5671;Female;*;White;spouse not present;High School;United-States;Non-Government;*;<=50K
5672;Male;40~59;White;Married-civ-spouse;*;*;Non-Government;Nontechnical;>50K
5673;Male;*;White;Married-civ-spouse;*;United-States;Non-Government;*;<=50K
5674;Female;40~59;White;spouse not present;Higher education;United-States;Private;Other;<=50K
5675;Male;*;White;Married-civ-spouse;Higher education;*;Non-Government;*;>50K
5676;Female;*;White;Never-married;Higher education;United-States;Non-Government;Adm-clerical;<=50K
5677;*;*;*;*;High School;*;*;*;<=50K
5678;Male;20~39;White;Married-civ-spouse;Higher education;United-States;Private;Nontechnical;>50K
5679;Male;50~59;White;Married-civ-spouse;HS-grad;North America;Private;Craft-repair;>50K
5680;Male;*;White;Married-civ-spouse;*;United-States;*;*;<=50K
5681;Male;40~59;White;Married-civ-spouse;Higher education;United-States;Non-Government;Prof-specialty;>50K
5682;*;*;*;*;*;*;*;*;<=50K
5683;Female;20~39;White;Separated;High School;North America;Non-Government;*;<=50K
5684;Male;40~59;*;Married-civ-spouse;High School;North America;*;Other;>50K
5685;Male;20~39;White;Never-married;Higher education;United-States;Non-Government;Other;<=50K
5686;Male;20~39;*;Never-married;High School;*;Private;*;<=50K
5687;Female;*;White;*;High School;North America;Private;*;<=50K
5688;Male;*;*;Married-civ-spouse;High School;United-States;Government;*;<=50K
5689;Female;20~39;White;Never-married;Higher education;*;Non-Government;Other;<=50K
5690;Female;*;*;*;*;*;Non-Government;Technical;<=50K
5691;*;*;*;Married-civ-spouse;Higher education;*;*;*;>50K
5692;*;*;*;*;*;North America;*;*;<=50K
5693;Female;15~19;White;Never-married;11th;United-States;*;*;<=50K
5694;Male;20~39;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;<=50K
5695;Male;40~49;White;Married-civ-spouse;Higher education;United-States;Non-Government;Technical;>50K
5696;Female;40~59;*;*;High School;*;Non-Government;*;>50K
5697;Female;35~39;White;spouse not present;*;North America;Private;*;<=50K
5698;Female;20~39;White;*;*;*;*;*;>50K
5699;*;20~39;*;*;Higher education;North America;*;Technical;>50K
5700;Male;20~39;White;spouse not present;Undergraduate;United-States;Private;Nontechnical;<=50K
5701;Male;30~39;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
5702;Female;*;*;*;*;*;Non-Government;*;<=50K
5703;Male;*;*;Married-civ-spouse;High School;*;Non-Government;*;<=50K
5704;Male;20~39;White;*;*;*;Non-Government;Nontechnical;>50K
5705;Male;30~39;White;Married-civ-spouse;Higher education;North America;Non-Government;*;<=50K
5706;Male;40~49;White;Married-civ-spouse;Undergraduate;United-States;Non-Government;Technical;<=50K
5707;Male;20~39;White;*;Higher education;North America;Government;*;>50K
5708;Male;*;*;*;High School;*;*;*;<=50K
5709;Male;20~39;White;spouse not present;*;United-States;Non-Government;Technical;<=50K
5710;Female;*;White;spouse not present;*;North America;Non-Government;Adm-clerical;<=50K
5711;Male;*;*;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
5712;Male;20~39;White;Married-civ-spouse;High School;North America;Non-Government;Other;>50K
5713;Male;*;White;Married-civ-spouse;*;North America;Non-Government;*;<=50K
5714;*;20~39;*;spouse not present;HS-grad;*;Non-Government;*;<=50K
5715;Male;40~49;White;Married-civ-spouse;Higher education;North America;Private;Prof-specialty;>50K
5716;Male;40~59;White;Married-civ-spouse;*;*;Non-Government;Nontechnical;>50K
5717;Male;*;White;Never-married;*;North America;*;Technical;<=50K
5718;Male;*;*;*;*;*;*;*;<=50K
5719;Male;50~59;White;Married-civ-spouse;Some-college;United-States;Private;Nontechnical;>50K
5720;Male;20~39;White;Never-married;Undergraduate;United-States;Private;Other;<=50K
5721;Male;40~59;*;spouse not present;Higher education;*;Non-Government;*;<=50K
5722;Male;*;*;*;Higher education;*;*;Other;<=50K
5723;*;40~59;White;Married-civ-spouse;Higher education;United-States;Local-gov;Prof-specialty;>50K
5724;Female;20~39;*;*;Higher education;North America;Private;*;>50K
5725;Male;*;White;Never-married;*;North America;*;Technical;<=50K
5726;Male;50~59;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
5727;*;*;*;*;High School;*;*;Nontechnical;<=50K
5728;Female;*;*;spouse not present;High School;North America;Non-Government;*;<=50K
5729;Male;20~39;White;Married-civ-spouse;High School;United-States;Private;Nontechnical;<=50K
5730;Male;*;White;*;Undergraduate;North America;*;Prof-specialty;<=50K
5731;Male;*;*;*;*;North America;Non-Government;*;>50K
5732;Male;20~39;White;Married-civ-spouse;High School;United-States;Non-Government;Craft-repair;<=50K
5733;Female;40~59;White;spouse not present;Higher education;United-States;Private;Other;<=50K
5734;Male;20~39;White;Married-civ-spouse;Undergraduate;North America;Non-Government;Nontechnical;>50K
5735;Male;*;White;Married-civ-spouse;*;United-States;Non-Government;*;<=50K
5736;Female;*;White;Never-married;HS-grad;North America;Private;Nontechnical;<=50K
5737;Female;*;*;*;Higher education;North America;*;Other;<=50K
5738;Male;20~39;*;*;High School;*;Non-Government;*;<=50K
5739;Female;20~39;*;*;*;North America;Private;Technical;<=50K
5740;Female;40~59;White;spouse not present;*;North America;Private;Technical;<=50K
5741;*;*;*;Never-married;*;*;Non-Government;Other;<=50K
5742;Male;40~59;White;Married-civ-spouse;High School;United-States;Non-Government;Technical;>50K
5743;Male;*;White;Never-married;*;North America;*;Technical;<=50K
5744;*;15~19;White;Never-married;*;United-States;Non-Government;Nontechnical;<=50K
5745;Male;40~59;White;Married-civ-spouse;*;*;Non-Government;Nontechnical;<=50K
5746;Male;20~39;White;Never-married;Higher education;United-States;Private;Adm-clerical;<=50K
5747;Male;40~49;White;Married-civ-spouse;Higher education;United-States;Non-Government;Technical;>50K
5748;Female;*;White;spouse not present;*;United-States;Non-Government;Nontechnical;<=50K
5749;Male;*;White;spouse not present;Undergraduate;United-States;Non-Government;Nontechnical;<=50K
5750;*;*;*;spouse not present;*;*;Non-Government;*;<=50K
5751;Female;20~39;*;Never-married;*;*;Private;*;<=50K
5752;Male;*;White;Married-civ-spouse;*;United-States;Non-Government;*;<=50K
5753;Male;40~59;White;Married-civ-spouse;*;*;Non-Government;Nontechnical;>50K
5754;Male;*;White;Never-married;High School;United-States;Non-Government;Other-service;<=50K
5755;Male;20~29;White;Never-married;Bachelors;United-States;Non-Government;*;<=50K
5756;Male;20~39;*;*;*;*;Government;*;<=50K
5757;Female;40~59;White;Divorced;*;North America;Non-Government;*;<=50K
5758;Female;40~59;White;spouse not present;HS-grad;North America;Non-Government;Other;<=50K
5759;Male;20~39;White;Never-married;Some-college;North America;Private;Nontechnical;<=50K
5760;Male;40~59;White;Married-civ-spouse;Graduate;United-States;Non-Government;Technical;<=50K
5761;Male;20~39;White;Married-civ-spouse;High School;United-States;Non-Government;Craft-repair;>50K
5762;Male;60~79;White;Married-civ-spouse;High School;North America;*;Other;<=50K
5763;Male;20~39;White;Married-civ-spouse;High School;United-States;Non-Government;Craft-repair;<=50K
5764;Female;15~19;*;spouse not present;High School;United-States;Non-Government;Other;<=50K
5765;Male;20~39;White;Never-married;*;North America;Private;Other-service;<=50K
5766;*;*;Asian-Pac-Islander;*;*;*;Non-Government;*;<=50K
5767;Male;50~59;White;Married-civ-spouse;Higher education;North America;Private;Craft-repair;<=50K
5768;*;*;*;Never-married;*;*;Non-Government;Other;<=50K
5769;Female;20~39;White;*;*;*;*;*;<=50K
5770;Female;20~39;White;spouse not present;Undergraduate;United-States;Private;Adm-clerical;<=50K
5771;Male;20~39;White;spouse present;HS-grad;North America;Private;Technical;<=50K
5772;Male;40~59;White;Married-civ-spouse;Undergraduate;United-States;Non-Government;Nontechnical;<=50K
5773;Female;15~19;White;*;*;United-States;Non-Government;*;<=50K
5774;Male;*;*;*;High School;*;*;*;<=50K
5775;*;*;*;*;*;North America;*;*;<=50K
5776;Male;*;White;Married-civ-spouse;Higher education;*;Non-Government;*;<=50K
5777;Male;*;White;spouse not present;High School;*;Non-Government;Technical;<=50K
5778;Male;40~59;White;Married-civ-spouse;Higher education;North America;Non-Government;*;>50K
5779;Male;20~39;White;Married-civ-spouse;*;United-States;Non-Government;Transport-moving;<=50K
5780;*;15~19;White;Never-married;*;United-States;Non-Government;Nontechnical;<=50K
5781;Female;20~39;White;spouse not present;Higher education;United-States;Private;Adm-clerical;<=50K
5782;Female;20~39;*;Never-married;*;*;Private;*;<=50K
5783;*;20~39;*;*;*;*;*;*;<=50K
5784;Male;*;White;Married-civ-spouse;High School;North America;Self-emp-not-inc;*;>50K
