ID;longitude;latitude;housing_median_age;mean_rooms;mean_bedrooms;population;households;median_income;median_house_value;ocean_proximity
4704;*;*;*;5.634743875;1.020044543;1122;449;*;*;1
4705;*;*;*;5.48806366;1.106100796;826;377;*;*;1
4706;*;*;*;4.94;1.12;768;300;*;*;1
4707;*;*;*;5.148820327;1.092558984;1164;551;*;*;1
4708;*;*;*;4.381877023;0.902912621;716;309;*;*;1
4709;*;*;*;4.514851485;1.062706271;617;303;*;*;1
4710;*;*;*;3.913043478;1.135869565;1416;736;*;*;1
4711;*;*;*;4.293833132;0.99879081;1601;827;*;*;1
4712;*;*;*;4.503205128;1.073717949;1109;624;*;*;1
4713;*;*;*;5.392405063;1.151898734;921;395;*;*;1
4714;*;*;*;5.582781457;1.059602649;333;151;*;*;1
4715;*;*;*;6.380952381;1.146825397;630;252;*;*;1
4716;*;*;*;4.393728223;1.073170732;991;574;*;*;1
4717;*;*;*;4.50456621;1.150684932;1676;876;*;*;1
4718;*;*;*;4.060747664;1.082242991;1987;1070;*;*;1
4719;*;*;*;4.022012579;1.039308176;1183;636;*;*;1
4720;*;*;*;4.69789675;1.055449331;1159;523;*;*;1
4721;*;*;*;5.465753425;1.054794521;671;219;*;*;1
4722;*;*;*;5.702702703;1.054054054;539;222;*;*;1
4723;*;*;*;4.538314176;1.042145594;1252;522;*;*;1
4724;*;*;*;5.447688564;1.02919708;832;411;*;*;1
4725;*;*;*;5865;1.0925;1121;400;*;*;1
4726;*;*;*;5.074675325;0.993506494;776;308;*;*;1
4727;*;*;*;5.176724138;1.090517241;878;464;*;*;1
4728;*;*;*;5.027548209;1.112947658;728;363;*;*;1
4729;*;*;*;5.122302158;1.079136691;632;278;*;*;1
4730;*;*;*;4.959459459;1.027027027;956;370;*;*;1
4731;*;*;*;5.128865979;0.948453608;462;194;*;*;1
4732;*;*;*;4.594132029;0.965770171;946;409;*;*;1
4733;*;*;*;4.64116095;1.071240106;1724;758;*;*;1
4734;*;*;*;4.923261391;1.151079137;900;417;*;*;1
4735;*;*;*;5.21221865;1.009646302;724;311;*;*;1
4736;*;*;*;4.442477876;1.022123894;590;226;*;*;1
4737;*;*;*;5.799065421;0.981308411;526;214;*;*;1
4738;*;*;*;3.754010695;2.326203209;458;187;*;*;1
4739;*;*;*;4.177619893;1.062166963;1133;563;*;*;1
4740;*;*;*;4.485969388;1.121173469;1632;784;*;*;1
4741;*;*;*;4.739057239;1.143097643;1533;594;*;*;1
4742;*;*;*;3.957356077;1.051172708;1374;469;*;*;1
4743;*;*;*;5.062730627;1.605166052;674;271;*;*;1
4744;*;*;*;4.806315789;0.915789474;1093;475;*;*;1
4745;*;*;*;4.851015801;1.018058691;905;443;*;*;1
4746;*;*;*;4.997512438;1.042288557;1130;402;*;*;1
4747;*;*;*;3.421052632;1.024561404;723;285;*;*;1
4748;*;*;*;4.819070905;1.012224939;1065;409;*;*;1
4749;*;*;*;5.00913242;1.150684932;997;438;*;*;1
4750;*;*;*;3.734256927;1.022670025;2638;794;*;*;1
4751;*;*;*;4.134185304;1.054313099;1140;313;*;*;1
4752;*;*;*;3.807073955;1.054662379;953;311;*;*;1
4753;*;*;*;4.560669456;1.050209205;955;239;*;*;1
4754;*;*;*;4.15862069;1.096551724;2300;725;*;*;1
4755;*;*;*;6.841397849;1.077956989;1004;372;*;*;1
4756;*;*;*;4.513978495;1.015053763;1369;465;*;*;1
4757;*;*;*;4.150442478;1.074336283;2042;565;*;*;1
4758;*;*;*;3.345218801;1.072933549;2140;617;*;*;1
4759;*;*;*;2932;1058;1835;500;*;*;1
4760;*;*;*;3.582417582;1.100732601;1672;546;*;*;1
4761;*;*;*;3.717171717;0.895622896;668;297;*;*;1
4762;*;*;*;4.713432836;1.065671642;713;335;*;*;1
4763;*;*;*;4.367901235;1.059259259;993;405;*;*;1
4764;*;*;*;4.662269129;1.100263852;1052;379;*;*;1
4765;*;*;*;4.370967742;1.008064516;1019;372;*;*;1
4766;*;*;*;4.707520891;1.055710306;1017;359;*;*;1
4767;*;*;*;4.232876712;1.489726027;966;292;*;*;1
4768;*;*;*;4.233986928;1.053594771;2331;765;*;*;1
4769;*;*;*;4312;1128;1110;375;*;*;1
4770;*;*;*;4.726775956;1.136612022;537;183;*;*;1
4771;*;*;*;3.997826087;0.997826087;1312;460;*;*;1
4772;*;*;*;4.988130564;1.068249258;987;337;*;*;1
4773;*;*;*;4.005617978;0.929775281;784;356;*;*;1
4774;*;*;*;4.707259953;1.156908665;1203;427;*;*;1
4775;*;*;*;4.699346405;1.088235294;794;306;*;*;1
4776;*;*;*;4.595419847;1.129770992;1161;393;*;*;1
4777;*;*;*;3.975945017;1.072164948;1714;582;*;*;1
4778;*;*;*;5.720657277;1.039906103;1400;426;*;*;1
4779;*;*;*;3.832369942;1.02504817;1430;519;*;*;1
4780;*;*;*;4.811989101;1.100817439;1117;367;*;*;1
4781;*;*;*;4.520179372;1;544;223;*;*;1
4782;*;*;*;3.981273408;1.167290886;2221;801;*;*;1
4783;*;*;*;4.127906977;1.200581395;1911;688;*;*;1
4784;*;*;*;5.606217617;1.025906736;455;193;*;*;1
4785;*;*;*;5.507462687;1.041791045;1109;335;*;*;1
4786;*;*;*;3.95890411;1.034246575;1272;438;*;*;1
4787;*;*;*;4.598901099;1.075091575;1660;546;*;*;1
4788;*;*;*;4.642032333;1.062355658;1355;433;*;*;1
4789;*;*;*;4.875739645;1.023668639;1120;338;*;*;1
4790;*;*;*;4.445333333;1064;928;375;*;*;1
4791;*;*;*;4.174863388;1.068306011;933;366;*;*;1
4792;*;*;*;3.834162521;1.036484245;1552;603;*;*;1
4793;*;*;*;5.075471698;1.006289308;684;318;*;*;1
4794;*;*;*;4.68707483;0.873015873;1046;441;*;*;1
4795;*;*;*;5.22147651;1.185682327;1334;447;*;*;1
4796;*;*;*;4.866972477;1.201834862;1510;436;*;*;1
4797;*;*;*;3.681034483;0.793103448;233;116;*;*;1
4798;*;*;*;4.077844311;1.021956088;1634;501;*;*;1
4799;*;*;*;3.671186441;1.159322034;1023;295;*;*;1
4800;*;*;*;3.783387622;1.076547231;1847;614;*;*;1
4801;*;*;*;4.444444444;1.193650794;1139;315;*;*;1
4802;*;*;*;3.773858921;1.03526971;1666;482;*;*;1
4803;*;*;*;3.896210873;1.05107084;2259;607;*;*;1
4804;*;*;*;4.397394137;0.93485342;811;307;*;*;1
4805;*;*;*;5.109014675;1.052410901;1151;477;*;*;1
4806;*;*;*;4.136246787;0.953727506;896;389;*;*;1
4807;*;*;*;4.507692308;1.003846154;685;260;*;*;1
4808;*;*;*;4.886792453;1.041509434;765;265;*;*;1
4809;*;*;*;3.793307087;1.104330709;1349;508;*;*;1
4810;*;*;*;4.121580547;1.012158055;796;329;*;*;1
4811;*;*;*;4.814189189;0.962837838;838;296;*;*;1
4812;*;*;*;5.156498674;1.214854111;981;377;*;*;1
4813;*;*;*;2.056890013;1.059418458;3013;791;*;*;1
4814;*;*;*;2.724056604;1.021226415;1857;424;*;*;1
4815;*;*;*;2.272413793;1.003448276;1224;290;*;*;1
4816;*;*;*;2.808049536;1.080495356;1426;323;*;*;1
4817;*;*;*;2.778234086;1.002053388;1945;487;*;*;1
4818;*;*;*;3.600409836;1.069672131;2080;488;*;*;1
4819;*;*;*;3.284313725;1.026143791;1227;306;*;*;1
4820;*;*;*;2.140086207;1.090517241;1765;464;*;*;1
4821;*;*;*;4.246013667;1.173120729;1768;439;*;*;1
4822;*;*;*;3.622743682;1.030685921;1513;554;*;*;1
4823;*;*;*;2.8265625;1;2543;640;*;*;1
4824;*;*;*;3.95154185;1.066079295;2390;681;*;*;1
4825;*;*;*;3.575438596;1.014035088;2070;570;*;*;1
4826;*;*;*;3.237715803;1.151394422;2114;753;*;*;1
4827;*;*;*;5.071264368;1.151724138;1194;435;*;*;1
4828;*;*;*;3.823353293;0.853293413;954;334;*;*;1
4829;*;*;*;3.888475836;1.087360595;1757;538;*;*;1
4830;*;*;*;3.769230769;1.023076923;1579;390;*;*;1
4831;*;*;*;3.711111111;1.088888889;2376;630;*;*;1
4832;*;*;*;3.628037383;1.082242991;2049;535;*;*;1
4833;*;*;*;4.20610687;1.083969466;1868;393;*;*;1
4834;*;*;*;3.303030303;1.045454545;1605;330;*;*;1
4835;*;*;*;2.348993289;1.003355705;1272;298;*;*;1
4836;*;*;*;2.322580645;0.978494624;702;186;*;*;1
4837;*;*;*;3.19391635;1.058935361;2099;526;*;*;1
4838;*;*;*;3.962184874;1.214285714;953;238;*;*;1
4839;*;*;*;3.149305556;1.3125;822;288;*;*;1
4840;*;*;*;2.921681781;1.140972795;3323;1213;*;*;1
4841;*;*;*;3.403628118;0.990929705;1777;441;*;*;1
4842;*;*;*;3.116650988;1.161806209;2381;1063;*;*;1
4843;*;*;*;3.885304659;1.028673835;1085;279;*;*;1
4844;*;*;*;4.56512605;1.071428571;1343;476;*;*;1
4845;*;*;*;4.94025974;1.054545455;1233;385;*;*;1
4846;*;*;*;3.976271186;0.962711864;814;295;*;*;1
4847;*;*;*;5.867924528;1.222641509;931;265;*;*;1
4848;*;*;*;5.155797101;1.007246377;822;276;*;*;1
4849;*;*;*;4.361904762;1.05;1186;420;*;*;1
4850;*;*;*;4.446428571;1.109126984;1775;504;*;*;1
4851;*;*;*;4.74789916;1.047619048;1138;357;*;*;1
4852;*;*;*;5.367346939;1.775510204;785;245;*;*;1
4853;*;*;*;3.814814815;1.050754458;2586;729;*;*;1
4854;*;*;*;4.123232323;1.044444444;1479;495;*;*;1
4855;*;*;*;4.717451524;1.099722992;1333;361;*;*;1
4856;*;*;*;4.584686775;1.088167053;1409;431;*;*;1
4857;*;*;*;5.096153846;1.161057692;1522;416;*;*;1
4858;*;*;*;3.622516556;1.08388521;1526;453;*;*;1
4859;*;*;*;4.516312057;1.095035461;2474;705;*;*;1
4860;*;*;*;4.569739953;1.130023641;1522;423;*;*;1
4861;*;*;*;2.373271889;1.055299539;2690;217;*;*;1
4862;*;*;*;1.625514403;0.95473251;948;243;*;*;1
4863;*;*;*;3.359580052;1.107611549;1560;381;*;*;1
4864;*;*;*;2.008733624;1.052401747;890;229;*;*;1
4865;*;*;*;2.486434109;1.05620155;1932;516;*;*;1
4866;*;*;*;2.200278164;1.084840056;2390;719;*;*;1
4867;*;*;*;2.633554084;1.002207506;1880;453;*;*;1
4868;*;*;*;2.767391304;1.030434783;1754;460;*;*;1
4869;*;*;*;2.688456189;1.100139082;3121;719;*;*;1
4870;*;*;*;3.218844985;1.209726444;2195;658;*;*;1
4871;*;*;*;3.320960699;1.120087336;1772;458;*;*;1
4872;*;*;*;3.22705314;1.019323671;3050;621;*;*;1
4873;*;*;*;2.927083333;1.072916667;470;96;*;*;1
4874;*;*;*;2.736585366;1.385365854;662;205;*;*;1
4875;*;*;*;3.683566434;1.414335664;2821;572;*;*;1
4876;*;*;*;2.980932203;1.165254237;1193;472;*;*;1
4877;*;*;*;2.368421053;1.171052632;356;76;*;*;1
4878;*;*;*;3.155555556;1.044444444;137;45;*;*;1
4879;*;*;*;4.397058824;1.323529412;287;68;*;*;1
4880;*;*;*;3.461956522;1.135869565;1655;368;*;*;1
4881;*;*;*;3.18287037;1.037037037;1698;432;*;*;1
4882;*;*;*;3.161290323;0.919354839;1308;310;*;*;1
4883;*;*;*;3.208823529;1.026470588;1786;340;*;*;1
4884;*;*;*;3.850152905;1.107033639;1499;327;*;*;1
4885;*;*;*;3.272151899;1.056962025;2173;474;*;*;1
4886;*;*;*;3.6625;1.1;1859;400;*;*;1
4887;*;*;*;3.773413897;1.078549849;1607;331;*;*;1
4888;*;*;*;2.709265176;1.031948882;1428;313;*;*;1
4889;*;*;*;3.061403509;1.01754386;1046;228;*;*;1
4890;*;*;*;2.967462039;1.054229935;2239;461;*;*;1
4891;*;*;*;3.254368932;1.019417476;2564;515;*;*;1
4892;*;*;*;3.7578125;1.0625;596;128;*;*;1
4893;*;*;*;3.310606061;1.035353535;1792;396;*;*;1
4894;*;*;*;4.754385965;1.315789474;571;114;*;*;1
4895;*;*;*;3.6;0.9;485;110;*;*;1
4896;*;*;*;3.362586605;1.025404157;2098;433;*;*;1
4897;*;*;*;3.450928382;1.068965517;1952;377;*;*;1
4898;*;*;*;5.955882353;1.264705882;376;68;*;*;1
4899;*;*;*;3.327659574;1.14893617;1030;235;*;*;1
4900;*;*;*;3.724576271;1.110169492;1034;236;*;*;1
4901;*;*;*;4.036723164;1.09039548;1412;354;*;*;1
4902;*;*;*;3.358208955;1.012793177;1980;469;*;*;1
4903;*;*;*;3.657794677;1.106463878;1280;263;*;*;1
4904;*;*;*;3.383495146;1.009708738;749;206;*;*;1
4905;*;*;*;3.904615385;0.993846154;1628;325;*;*;1
4906;*;*;*;4.098662207;1.117056856;2824;598;*;*;1
4907;*;*;*;3.523131673;1.028469751;1167;281;*;*;1
4908;*;*;*;3.977375566;1.14479638;1010;221;*;*;1
4909;*;*;*;3.590163934;1.024590164;1505;366;*;*;1
4910;*;*;*;3.498533724;1.041055718;1784;341;*;*;1
4911;*;*;*;3.221579961;1.071290944;2106;519;*;*;1
4912;*;*;*;4.167420814;1.194570136;881;221;*;*;1
4913;*;*;*;3.319892473;1.034946237;1745;372;*;*;1
4914;*;*;*;4.273838631;1.046454768;1707;409;*;*;1
4915;*;*;*;4.238095238;1.045351474;1834;441;*;*;1
4916;*;*;*;3.627906977;1.102325581;888;215;*;*;1
4917;*;*;*;3.577996716;1.119868637;2624;609;*;*;1
4918;*;*;*;3.825607064;1.086092715;1776;453;*;*;1
4919;*;*;*;4.510917031;1.165938865;1112;229;*;*;1
4920;*;*;*;4.02739726;1.058219178;1267;292;*;*;1
4921;*;*;*;4.006578947;1125;1292;304;*;*;1
4922;*;*;*;3.729957806;1.002109705;1721;474;*;*;1
4923;*;*;*;3.656429942;1.05950096;2194;521;*;*;1
4924;*;*;*;3.398843931;0.907514451;716;173;*;*;1
4925;*;*;*;4.614973262;1.101604278;788;187;*;*;1
4926;*;*;*;4.476340694;1.14511041;1696;317;*;*;1
4927;*;*;*;4.40874036;1.064267352;1714;389;*;*;1
4928;*;*;*;4.666666667;1.208333333;504;96;*;*;1
4929;*;*;*;4.036827195;1.053824363;1803;353;*;*;1
4930;*;*;*;4.290322581;1.089184061;2496;527;*;*;1
4931;*;*;*;3.932098765;0.984567901;1362;324;*;*;1
4932;*;*;*;3.517467249;1.045851528;1457;458;*;*;1
4933;*;*;*;4.150793651;1.106349206;2484;630;*;*;1
4934;*;*;*;3.967863894;1.132325142;2311;529;*;*;1
4935;*;*;*;4.2;1.112820513;1213;390;*;*;1
4936;*;*;*;3.51396648;1.06424581;1276;358;*;*;1
4937;*;*;*;4.257990868;1.061643836;1916;438;*;*;1
4938;*;*;*;4.344827586;1.088362069;1807;464;*;*;1
4939;*;*;*;4.097560976;1.138211382;529;123;*;*;1
4940;*;*;*;3.304964539;1.042553191;1153;282;*;*;1
4941;*;*;*;3.5;1.111940299;1783;402;*;*;1
4942;*;*;*;3.0625;1.159722222;621;144;*;*;1
4943;*;*;*;2.935828877;1.139037433;1510;374;*;*;1
4944;*;*;*;4.004524887;1.411764706;799;221;*;*;1
4945;*;*;*;4.443624868;1.153846154;3298;949;*;*;1
4946;*;*;*;4.147727273;1.185606061;1768;528;*;*;1
4947;*;*;*;3.592459605;1.044883303;2044;557;*;*;1
4948;*;*;*;3.6096823;1.013615734;2327;661;*;*;1
4949;*;*;*;4.081850534;1.03202847;818;281;*;*;1
4950;*;*;*;4.993174061;1.208191126;912;293;*;*;1
4951;*;*;*;5.2039801;1.074626866;727;201;*;*;1
4952;*;*;*;4.79787234;1.134042553;1568;470;*;*;1
4953;*;*;*;3.78976234;1.034734918;1246;547;*;*;1
4954;*;*;*;4.948660714;1.091517857;1227;448;*;*;1
4955;*;*;*;5.108433735;1.068273092;1357;498;*;*;1
4956;*;*;*;5.736486486;1.06981982;1417;444;*;*;1
4957;*;*;*;4.898907104;0.956284153;1303;366;*;*;1
4958;*;*;*;4.329787234;1.186170213;511;188;*;*;1
4959;*;*;*;3.838765009;1.154373928;2247;583;*;*;1
4960;*;*;*;4.5390625;1.096354167;1206;384;*;*;1
4961;*;*;*;4.842639594;1.086294416;1271;394;*;*;1
4962;*;*;*;4.323353293;1.026946108;1154;334;*;*;1
4963;*;*;*;3.114864865;1.047297297;2450;740;*;*;1
4964;*;*;*;3.602620087;1.010917031;1992;458;*;*;1
4965;*;*;*;3.689826303;1.161290323;1509;403;*;*;1
4966;*;*;*;3.251082251;0.896103896;1010;231;*;*;1
4967;*;*;*;2.934322034;1.097457627;1730;472;*;*;1
4968;*;*;*;3.377922078;1.031168831;3080;770;*;*;1
4969;*;*;*;3.008438819;1.033755274;880;237;*;*;1
4970;*;*;*;2.890909091;1.12;1118;275;*;*;1
4971;*;*;*;2.569148936;1.010638298;775;188;*;*;1
4972;*;*;*;3.759864713;1.038331454;3612;887;*;*;1
4973;*;*;*;4.036842105;1.097368421;1295;380;*;*;1
4974;*;*;*;3.461538462;1.149797571;890;247;*;*;1
4975;*;*;*;4.049155146;1.113671275;2182;651;*;*;1
4976;*;*;*;4.401162791;1.093023256;1353;344;*;*;1
4977;*;*;*;4.613157895;1.018421053;1165;380;*;*;1
4978;*;*;*;3.836518047;1.04670913;1731;471;*;*;1
4979;*;*;*;4.867158672;1.088560886;898;271;*;*;1
4980;*;*;*;4.917391304;1.22173913;859;230;*;*;1
4981;*;*;*;4.02266289;1.005665722;1080;353;*;*;1
4982;*;*;*;5.631004367;1.07860262;1558;458;*;*;1
4983;*;*;*;4.735955056;1.058988764;982;356;*;*;1
4984;*;*;*;5.445378151;1.033613445;853;238;*;*;1
4985;*;*;*;5.586956522;1.119565217;939;276;*;*;1
4986;*;*;*;5.506410256;1.134615385;1026;312;*;*;1
4987;*;*;*;4.024691358;0.935802469;1413;405;*;*;1
4988;*;*;*;4.419249592;1.04730832;1751;613;*;*;1
4989;*;*;*;4.816770186;1.124223602;1329;322;*;*;1
4990;*;*;*;5.161662818;1;1363;433;*;*;1
4991;*;*;*;4.57957958;1.078078078;982;333;*;*;1
4992;*;*;*;4.712025316;1.07278481;791;316;*;*;1
4993;*;*;*;6.83935743;1.437751004;789;249;*;*;1
4994;*;*;*;4.375838926;1.067114094;1766;596;*;*;1
4995;*;*;*;5.061420345;1.128598848;1903;521;*;*;1
4996;*;*;*;3.992779783;0.962093863;1903;554;*;*;1
4997;*;*;*;3.751091703;1.023289665;2446;687;*;*;1
4998;*;*;*;4.422535211;1.06639839;2067;497;*;*;1
4999;*;*;*;3.899696049;1.039513678;1363;329;*;*;1
5000;*;*;*;4.491735537;0.993801653;1861;484;*;*;1
5001;*;*;*;4.294326241;1.138297872;1153;282;*;*;1
5002;*;*;*;5.342512909;1.110154905;1498;581;*;*;1
5003;*;*;*;6.365384615;0.984615385;672;260;*;*;1
5004;*;*;*;5.732352941;0.905882353;823;340;*;*;1
5005;*;*;*;5.401759531;1.105571848;817;341;*;*;1
5006;*;*;*;4.741847826;1.008152174;1079;368;*;*;1
5007;*;*;*;5.959785523;0.967828418;968;373;*;*;1
5008;*;*;*;4.536082474;0.890034364;653;291;*;*;1
5009;*;*;*;4.911057692;0.908653846;869;416;*;*;1
5010;*;*;*;4.754716981;1.076650943;1622;848;*;*;1
5011;*;*;*;4.718220339;1.194915254;956;472;*;*;1
5012;*;*;*;3.959550562;1.040449438;786;445;*;*;1
5013;*;*;*;4.425963489;0.997971602;878;493;*;*;1
5014;*;*;*;4.814814815;1.026666667;2300;675;*;*;1
5015;*;*;*;4.667377399;0.980810235;1097;469;*;*;1
5016;*;*;*;5.271293375;1.223974763;895;317;*;*;1
5017;*;*;*;4.768786127;1.080924855;416;173;*;*;1
5018;*;*;*;2.834415584;1.038961039;529;308;*;*;1
5019;*;*;*;5.147208122;1.215736041;1074;394;*;*;1
5020;*;*;*;4.971731449;0.950530035;889;283;*;*;1
5021;*;*;*;5.269230769;1.063186813;1041;364;*;*;1
5022;*;*;*;5.531468531;1.101398601;777;286;*;*;1
5023;*;*;*;6.764309764;1.127946128;919;297;*;*;1
5024;*;*;*;4.5;1.014285714;791;280;*;*;1
5025;*;*;*;5.418103448;1;735;232;*;*;1
5026;*;*;*;4.080733945;1.009174312;1598;545;*;*;1
5027;*;*;*;3.990163934;1.055737705;662;305;*;*;1
5028;*;*;*;4.373271889;0.967741935;574;217;*;*;1
5029;*;*;*;5.090196078;1.08627451;791;255;*;*;1
5030;*;*;*;4.961038961;1.074675325;864;308;*;*;1
5031;*;*;*;5.130573248;1.079617834;921;314;*;*;1
5032;*;*;*;3.717973231;1.146271511;3121;1046;*;*;1
5033;*;*;*;3.74789916;1.027310924;1472;476;*;*;1
5034;*;*;*;4.248266297;1.104022191;2153;721;*;*;1
5035;*;*;*;5.548628429;1.079800499;1170;401;*;*;1
5036;*;*;*;5.1352657;0.987922705;1292;414;*;*;1
5037;*;*;*;5.884097035;1.02425876;927;371;*;*;1
5038;*;*;*;5.896713615;1.082159624;1082;426;*;*;1
5039;*;*;*;3.280991736;1.090909091;250;121;*;*;1
5040;*;*;*;4.670967742;1.012903226;861;310;*;*;1
5041;*;*;*;6.372759857;1.146953405;795;279;*;*;1
5042;*;*;*;4.304878049;1.015243902;901;328;*;*;1
5043;*;*;*;3.700356718;1.107015458;2739;841;*;*;1
5044;*;*;*;4.408376963;1.010471204;1423;573;*;*;1
5045;*;*;*;4.854111406;0.978779841;922;377;*;*;1
5046;*;*;*;4.63490099;0.987623762;1502;808;*;*;1
5047;*;*;*;6.767241379;1.004310345;1214;464;*;*;1
5048;*;*;*;5.92408377;1.12565445;900;382;*;*;1
5049;*;*;*;4.443661972;1.056338028;819;426;*;*;1
5050;*;*;*;3.717261905;0.931547619;625;336;*;*;1
5051;*;*;*;3.985337243;1.052785924;655;341;*;*;1
5052;*;*;*;4.502623295;1.156348374;1941;953;*;*;1
5053;*;*;*;3.301994302;1.047008547;1407;702;*;*;1
5054;*;*;*;6.232653061;1.004081633;608;245;*;*;1
5055;*;*;*;3.843478261;1.036714976;2725;1035;*;*;1
5056;*;*;*;3.805981036;1.149525894;3538;1371;*;*;1
5057;*;*;*;3.512552301;1.118200837;2415;956;*;*;1
5058;*;*;*;5.383084577;0.99668325;1585;603;*;*;1
5059;*;*;*;5.041388518;0.580774366;1583;749;*;*;1
5060;*;*;*;5.528673835;1.112903226;1162;558;*;*;1
5061;*;*;*;3.659163987;0.977491961;1128;311;*;*;1
5062;*;*;*;4.247844828;1.105603448;1673;464;*;*;1
5063;*;*;*;4.148305085;0.995762712;857;236;*;*;1
5064;*;*;*;4.275675676;1.124324324;1422;370;*;*;1
5065;*;*;*;5.239669421;1.096418733;1153;363;*;*;1
5066;*;*;*;5.151943463;1.151943463;1159;283;*;*;1
5067;*;*;*;4.662613982;1.167173252;1231;329;*;*;1
5068;*;*;*;4.975077882;1.208722741;902;321;*;*;1
5069;*;*;*;3.983606557;1.058548009;1484;427;*;*;1
5070;*;*;*;2.883116883;0.701298701;234;77;*;*;1
5071;*;*;*;3.75877193;0.859649123;694;228;*;*;1
5072;*;*;*;5.355685131;1.241982507;1062;343;*;*;1
5073;*;*;*;5.447457627;1.122033898;900;295;*;*;1
5074;*;*;*;4.841463415;1.107317073;1090;410;*;*;1
5075;*;*;*;5.323450135;1.021563342;1043;371;*;*;1
5076;*;*;*;5.058375635;1.131979695;1052;394;*;*;1
5077;*;*;*;4.969230769;1.21978022;1348;455;*;*;1
5078;*;*;*;5.040358744;1.035874439;783;223;*;*;1
5079;*;*;*;4.949458484;1.137184116;986;277;*;*;1
5080;*;*;*;4.975247525;1.101485149;1208;404;*;*;1
5081;*;*;*;5.230366492;1.073298429;1176;382;*;*;1
5082;*;*;*;4.532846715;0.98540146;811;274;*;*;1
5083;*;*;*;3.907586207;1.059310345;2542;725;*;*;1
5084;*;*;*;4.401574803;1.181102362;786;254;*;*;1
5085;*;*;*;3.945619335;1.042296073;1332;331;*;*;1
5086;*;*;*;3.986175115;0.889400922;782;217;*;*;1
5087;*;*;*;4.712328767;1.139726027;1382;365;*;*;1
5088;*;*;*;3.187725632;1.129963899;726;277;*;*;1
5089;*;*;*;4.020761246;1.100346021;1207;289;*;*;1
5090;*;*;*;3.800711744;0.964412811;1091;281;*;*;1
5091;*;*;*;3.871401152;1.086372361;2063;521;*;*;1
5092;*;*;*;4.058098592;1.116197183;1978;568;*;*;1
5093;*;*;*;4.523809524;1.142857143;2133;588;*;*;1
5094;*;*;*;4.6875;1.042763158;1140;304;*;*;1
5095;*;*;*;5.336842105;1.014035088;1074;285;*;*;1
5096;*;*;*;4.968421053;1.052631579;567;190;*;*;1
5097;*;*;*;5.509708738;1.094660194;1000;412;*;*;1
5098;*;*;*;5.281456954;1.07615894;823;302;*;*;1
5099;*;*;*;5.436842105;1.110526316;1156;380;*;*;1
5100;*;*;*;5.65625;0.961805556;819;288;*;*;1
5101;*;*;*;4.939102564;1.006410256;819;312;*;*;1
5102;*;*;*;5412;1144;751;250;*;*;1
5103;*;*;*;5.869426752;1.038216561;892;314;*;*;1
5104;*;*;*;5.330409357;1.046783626;1065;342;*;*;1
5105;*;*;*;4.930379747;1.053797468;1095;316;*;*;1
5106;*;*;*;6.058394161;1.04622871;1305;411;*;*;1
5107;*;*;*;5.340101523;0.997461929;1132;394;*;*;1
5108;*;*;*;4236;1138;1266;500;*;*;1
5109;*;*;*;4.651515152;1.067099567;1316;462;*;*;1
5110;*;*;*;5.26875;0.946875;870;320;*;*;1
5111;*;*;*;5.961538462;1.053254438;1020;338;*;*;1
5112;*;*;*;6.203557312;1.160079051;1319;506;*;*;1
5113;*;*;*;4.66576087;1.133152174;902;368;*;*;1
5114;*;*;*;4.576309795;1.006833713;1095;439;*;*;1
5115;*;*;*;5.296786389;1.168241966;1524;529;*;*;1
5116;*;*;*;3.338068182;0.965909091;1241;352;*;*;1
5117;*;*;*;4.035019455;1.093385214;1913;514;*;*;1
5118;*;*;*;3.875524476;1.121678322;2782;715;*;*;1
5119;*;*;*;3.994041708;1.199602781;3707;1007;*;*;1
5120;*;*;*;5.739130435;1.133152174;1161;368;*;*;1
5121;*;*;*;6.108958838;1.113801453;1167;413;*;*;1
5122;*;*;*;4.678466077;0.949852507;1077;339;*;*;1
5123;*;*;*;4.831325301;0.944578313;1134;415;*;*;1
5124;*;*;*;3.850678733;1.002262443;1966;442;*;*;1
5125;*;*;*;3.674766355;1.091588785;2028;535;*;*;1
5126;*;*;*;4.895622896;1.087542088;1098;297;*;*;1
5127;*;*;*;3.858823529;0.952941176;730;170;*;*;1
5128;*;*;*;3.987138264;1.003215434;1100;311;*;*;1
5129;*;*;*;3.953379953;0.988344988;1502;429;*;*;1
5130;*;*;*;3.61754386;1.031578947;1933;570;*;*;1
5131;*;*;*;4.294264339;1.139650873;2177;401;*;*;1
5132;*;*;*;4.053191489;1.095744681;854;188;*;*;1
5133;*;*;*;4.009287926;1.086687307;1120;323;*;*;1
5134;*;*;*;4.223728814;1.044067797;1031;295;*;*;1
5135;*;*;*;4.553892216;1.053892216;1100;334;*;*;1
5136;*;*;*;4344;996;880;250;*;*;1
5137;*;*;*;4.224043716;1.013661202;1186;366;*;*;1
5138;*;*;*;3.454833597;1.017432647;2464;631;*;*;1
5139;*;*;*;4.077777778;1.092063492;2601;630;*;*;1
5140;*;*;*;3.645290581;0.995991984;2110;499;*;*;1
5141;*;*;*;3.345890411;1.010273973;1073;292;*;*;1
5142;*;*;*;4.497175141;1.146892655;697;177;*;*;1
5143;*;*;*;4.053691275;1.118568233;1640;447;*;*;1
5144;*;*;*;4.201117318;1.044692737;1168;358;*;*;1
5145;*;*;*;4.94966443;1.16442953;1222;298;*;*;1
